n, T, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t10, max10, lsq10, t20, max20, lsq20 ,
512,100,29023.39602, 615867931327290734240286241261073753134764547631552799045700451491332670621057544494148318655303283562659489973866123287723773983043080576697161283016280091328016419372932543389919937641389666585779279569435495194394030178524877265764288226023639344689833049179370177739235730490821588824883649335311190520322830757874583097120907173526988926268062037878142453909789712283522940077644222390908891099597440692862692691758976653366770037871378490378685567250314136746547849716489209497789421548032658421910177572749796068774203148724400942158474631304872205938349059356866569524339399007141399761374780852272715014100481911831203644073869501767541900758169092851081122002903385175438072495916034159123761695369961304510179638270409834291246976087355111367622929666009195573919314499551040447444962999659236022017995017164948332362303002914842991903016226721683014456002864747356100878253397028015293617826114012123540692335176656808728640196654039791021489113562739791629655685859193776335019589354863580692492681750803828153744004989435662910195883550455510552141978542978140662437910072852814550130772450155310546679029454655226428513783705339231756217489956077914642853113923540092680781884719928397467894016250854779556643023565065366263537695185154925718901317434457527325807892720083957073557158118545446771325713574268690231276908506223845989356789046790539296710097084948925666234275046040338482254576432125626924793624252871907591588060608366723599511233560276813599333466405219533841669502734365002830334454787908596512519600894040979609606617834548757212662492752710783364075693699764169765284514024110640079152545911515577988541509012142963296429513910404685995542507872415959263251988528902559008888316550101034894709839981860195557987539640537870536571562709969578258394326197188533989945961952037086279274335418437822204781674545224738891023915808760414495093135084666501520094673533877649029189240742616730604328768461561164056859181795980308028320084884676034416126582511785479074740817077201423501837814106600999147348797402419091724294445987570949664755552623908456231607356415171447200811565455381740980627705307921480602574178221678835489970271024906666230594310650127282893171114488811877762371245395765945843841464583794842990973998926028547164050926958460788319714579528886270045724250302276123595004888676256525504969619214379657808043590896092877286811221165626347847422339755983676017089254897989564749734322615919513961260506706387167545394362269257632706568303487662913311247124714523074242578303118105148713280840361088690581762599978773097100557605255224023163765440520699885470564559574997359888113513280772997734943877551207375851250790305681229867922822364559808436501404123669013386653861926780765601650026739031892832015662201182167638495626569212428526612761227687806112517614397169515391345447864586369789120436987169283297680447286054154046137516306344553261674859162937863553208516657970193753899787864179394750960050617182824,1545215,40113.59557,753,1545215,10915.54532,649,1545215,17875.69707,653,1545215,16260.33038,603,1545215,42369.59749,440,1545215,,,,
512,1,3616.857273, 4090059897235381229392608311647072201919379158975893424381253511659662226276356386143487472708907199891634705422217603398748443902557456543855051903218508413187444143755979277889821671173518961527046819584132010179448991223973170655226961194593392051282715632934529960824178388086481393185823565337623949449396060335604235846674996431580944027948928721172491414379240223337546737906401849566482328367439478244552290169326671111122768867790968909443829282826276623506266452042560084606605620191966894583670985642180946213061430897278001,311,3543.208736,14,311,4630.215729,15,311,3693.618808,15,311,2227.168108,13,311,12505.389,14,311,,,,
512,10,25587.30626, 108337242888542250078412886575826845263294415982410009526332136435851079903508856580890931749493321543649176264339943259437345218288466615524423313330169748845889466678537987506179262222519253959443930502053179215407825433652054498605188965476855750796326175446047954192741377403658673076561312589709606623882521886724156345069466085327178430777818070419158838711551059621268890624302491489281769791585214991251099391917890117236171070626063685808192946230673932513041321434074347376565157120849305674924236919385587000723373316124028792987268673724321680301650312795687735169617689276466351468446242028163852038026962920239977566968774427116338824772517241718896244138272819656899421361287597161953372503878318532318318610591206764349291854384354422820859479795537411058746876426328481438168179648566683260626186294047048957103095277323445724981197512839475749643047684547061635969184753995678293642772098713354982289201414045480807550410494822067151992118962930248699870208535,16324,15200.08401,98,16324,8751.368304,95,16324,7351.088488,89,16324,11010.68015,81,16324,24842.17685,82,16324,,,,
512,100,28958.09178, 868836188738924778538303467775795260737721203072773743541240057170740560094649831167438377239684361855041346520789268957254357196383652967225129444300544607821966605761876433476646777280763823482726857816868655639697505290166208664470440121600848600045094747404601437711997514990360659081366632951084122301191739662150585106238832639985536245958417269118048195641906823003623675048927751813095951870800088189688319886491244113680710069114664279381219033408092631389173700700640793910233234028166681268808763091147103768890025017037177360437157997835440461192362267818704994754890678103045940378384366595503464598639088618817479619279333530298592025940282448092690754379818141465057952089417116705367401730760601426583646500765570310330033430629468012276766305687096020020158421550271115914540682853999857738192956528347243190166118573856757039665071345346290694147044187789039578576295242147788321587968875489009625937039943707940051587269205809064315285376570437447647426379727570418039916142435112348258292949256231096841325888980013024242622180302574204026557780007860030999994512186329492660830470124475064682320427810981865397219885940644551929213898292189404531213132998740012116211703263194726057220515369018155826001552134513182284490763015367016950176747461731051415778895673884313253635621857508570805806724482902361795358746604924739936265858467541116830597096284800006016168668568347680477099355092083247084323028622642009793965191680247487216517483678904002597836109651,1512352,38054.88034,722,1512352,12169.04518,769,1512352,14254.78192,640,1512352,10301.54023,581,1512352,43862.67902,454,1512352,,,,
512,1,3622.166428, 9875577325703007656503741803590856497795283619031381752021160213619841456077548774565679252959155664465915361175669574730506035696412427443745344982225050715103725338792032210911860245170813219987123991182850073489146622873790544779536686136286909114197390880490829417519695190721029984277362125425618998469258341094692059357469566586144070984938471915077231456799741623600485268795158579401685204128646374439654015886211532455036348361658035891252141735078662074896951752619814742064609638468879802567049449197831678219288139568191454,309,19259.94439,15,309,4181.038644,15,309,2508.827411,15,309,4584.440669,14,309,11857.82951,13,309,,,,
512,10,38535.01875, 1005727070659472293094087890853356511929476703344310801735736625558582580644738348506053616130907823140274967663644742239024493681581436666122714647653379023693059741431570426754133536377782297132435612063268157147847136761534936613532877177848893697449884511395840455960453966366796110233020093996044977561355140950213989710278357246649986848493827642981614273643572709790534570685106385070223583600394825445605144425534467433070236845312222118096510921886605718202221810013248610004106075922790996543928122493308713908366743828483134679852666955415233158546177955896340607239246666236102161051878209550772398786160514404395774288746373478501603838933834857534847290656524131181496476310723394104243442275792429372581760789731909299139849039038889594525764940247524930203766545172084890117136050270282437326105940647578725155932857212508456442037447581120981195070276287869449667882965105718160229466712910320426348178888173964401064603347870053796817336586501701235294771028088746632275666904165509799612209263506870518527550976960307679840973823582802049991024557545775606988629692645284643036824444129629193113140993412058808649641031474066725579793362220093415696641145154683187453227840972003888840088691516316154557775277700018536184300691389835047450827421013643449632166292999676421485178612508020771408948577086978763152529034469190466908463709131760225206147963276290772051615198571349329325066773002623006082910110038271201402439491875543613495426213710483131992359513386153058752895691798721879789241857985393430676921456537740789851053955638958049010868914364477974862004542269504264155618502409666224095470951486534497687169400105996546145067887936993660814259860612051219356710284039951368475341715501271062174989301234570046476800678994333662964881107354640762662846993583282714466381380388024264628024934555952488869825782622033224979160999449680617215074696942452963037112876143200838672626540505891481602523063961330172607624933848575444470,16512,13714.41622,110,16512,8243.896693,90,16512,9206.484336,99,16512,12632.29083,94,16512,29821.58604,85,16512,,,,
512,100,9655.842404, 1409415884056141114942783492310078511886490354835590451264295147457531713772056180790509435858859621397891115618653885760758664688500951148450152027318161471483506322845245420124730115966190095939159843442077061121413778900398377868976857670372100806700240768009603434985926275814957684176650525393727491854440571219224913188478895923290003823162682061924632208489584843576173643854794589110650161691856565848783397089167360886659744497953033142192967922674251252081927214672017493098337880913065305624907472541477585547750235900179731312143383764297835014992229556963761666708257781671233470067100085261499555413488192522563335899452706589472733484318434043345382398847900224115480061782704849113204121042553049062082420661173759817371884065709171532146376390404839641495071887522367489638436754243062531320591345050796676879517493280462453909349834153776109554506174915734981459392744877889091416991341781742587722289827075041572837186546024557663431919957456882101485690179859956132770579003325542152489651897245559013874385570107219288449995019990504441897857411842434004818932337101769991688642763774681329134970317534764917587995413218838844522910735634876394250178920422704230306536289768797637433282345818386288664404372096122244783782642824105786393773362158619942927006426610093883135486292297386269175421644631010473462722037395287463046451904345376055287065144668471512065278078248350250556620626500554306631827830223294291066218380193187419288257791081844275571936198295,1542887,31666.06128,801,1542887,11985.91804,664,1542887,14410.33893,626,1542887,11881.52319,592,1542887,44270.33411,446,1542887,,,,
512,1,3594.008219, 210973192383891852776174219430049501202090238278684231912867785286400953532553107774310530319533562458347484999542714155467899178581579677531093018465594828146896155456244761806655906630071380658992220562142699790495870382658871328910041135714274465107586356084040445645319965754295269165857712957307862049118110198441374675701611628420357281678632934587426977845107292135001417732365568881699457316960976814945995009561058276138871490690937318281846406046387431856968712201942086062209690492379692792943960558227436254724795291348360613900468464645465224520145014547010495779927326372521197327558558336800734376066839061327601071413492832270513741130272363820844735592307336610815338188546369768271824294145106750209662346120302667936674242065919290147402701991011589759171843601677728718286540559773206080785153049219955950717046383690003792810189060613475950510783835028473342874877597686200775326651390410959851888355875730505396942376253439963152382006196122403703675332886667938635806852996219195545161493556922671592217187408439452824521080864340392745806123535937,311,3141.709301,15,311,3788.923119,15,311,3595.169787,14,311,3876.236388,15,311,13740.62364,14,311,,,,
512,10,32096.55203, 72533498110787556768226769104415025883263801305503751892259905431077664332814756661807123888400979119127612064621513837374461673112699608701560462543561455340078524421938808142826739417636971272084080354148170429748404732815006343091562702235721378050318334027188265374356878899355213912318637958056189880433527274035151713156588126013794513983390534732254050094921480966140000814075409805628649717616165757824602494922016083973035993813307250831629976116250735133288772719405913054221730463071075331124454911380454766660984133887589318276335268454171845173974326562025659298622819047739033644981186440516098895810972760641913855055661747243036527339195259697083479035867356407370142118476054904247192144698358724756008499608846548559169827766637033834834917236491157939038452634384793636665656399370744526455269021166171857119390914484761458642960010262417038245796337428466406195719760838651532058508701154581466345279702663332816689431669485006424846101197444427502383412294083,16547,14500.7637,94,16547,8856.576978,90,16547,10610.61286,89,16547,2964.049824,84,16547,34667.46243,78,16547,,,,
512,100,19325.27395, 16293227720897266405385592913734316624963398783844463495040192648389686727936216594352427286639904372131990177192460189390242331394831722747554600123664010024051609337550144454222828607582469039454377273277102366277893136298273656933427813318474397182818207690933840492471706989486912184676233282294023370540485116322579498765511450168536339566852500632620831188325730743040794491490244522882877951068449302479090897734918281767529379327340038143759883710360934884107332045208411187864761751171338785282534715122058245198916670220043009795227198620703960584585896876658185455316186524965932155687688119037183083326616437580047734850789033086667985955267542674374316960879325103072185010156438443046664846151995154963458116464803039951704933084769995999153877883046365794331592548100467012884278781566576445075973519889299472375855888233701605010976637050683222845007905807639654073462951909973684970698361333539019451109264054494071570038102817267105813850605759866854100146518790024435665900709568756446142433742460151795188748555571303275528131458670216385716540673842177137111945401906783528934924648179194267903356241367792425782812266706529048937460181381428540687866433390301225581156311070069480595765437734316364130641974987655034447585584874542606598857185589544071922205065472307608136661532769700354204025857372899656020903062061961438508958548210823141403748058242268236487519366855013409645604501556311655426959358299275177678476705081366998106360010976193475219358029,1510789,34879.46367,777,1510789,13631.31562,617,1510789,15039.94407,573,1510789,18092.34141,540,1510789,36943.82444,403,1510789,,,,
512,1,21717.21934, 12157155750617737182561208197134902872957864715405487528527260091246656609391524340383014961677307518301346932945125099811701092074697003443976003019770922392008960609622143960833108049086590347883675017465747300610642491955536279754679070824566873049797603571561195296353738248833026452072185758646553618810306735772308017072646268413077764308117620935613144785836130859939115408936927025712687718881087069251276315963344713129182623548516626805679013493293303902121315784028565123125445921069523776222626688224287565950488013742374304233549040602694415693181090926537697869894106131239374599262520548594430376233369484287305072434687811170385348282087176461862676977616978117850744491357725393588666297433867491945473862263780090403393245627244183048300568017603873675765661281963954779193835120990051151212356054998606296258170535371961602267859514571187793505792434823946180790355915119325879584853714532100464714383314887405688967885322947448654570518564278367530317423493836996462393718006816726379710990140213780849653372455185680910083713711725756489762868466722,306,3018.457401,15,306,4197.928197,16,306,3471.158467,15,306,5318.576074,14,306,12245.2226,14,306,,,,
512,10,32316.67182, 847962448177906929937083964453098303469281665316706145768486727477506198956858709809563085235899852226190761661799491666202079537304009904247813717378938909584286057132503050555044664304557625421946172680438587812836717408070313295859896722691495043384648835337046977140752941161677462458356930089745365292081879491035726115331316258034561346249907941363159798013931173455455171274457597677881051887019435559860109735245934055384836764171965799003008876371669708661369237549364500678859393033563223630579655548402973910814048800567013877282343184143399620791110232810317314540766357653102262587898931037719593255227421812414656958934395456393964259447439955337624728821601185954187677254009358475901735294429180893367563283891717869137044610158996717273181550203604545323902545074024005157502517669652903840611075999059275967895405350637061411928755229526426695598017065332078243118939868866482796358736442403050570177792527885637523960394580510896418460771820768043277006049996625,16643,10902.69103,90,16643,7947.165542,103,16643,6011.786954,99,16643,11731.17473,84,16643,27823.56485,82,16643,,,,
512,100,9719.471378, 103143365164256861668073856753841836425496734363141935530646427391895358867795089013097534154806786083923489080507176055782217533353850851486965302328838122749879057835690754905076566559255406931283122103669580708263776643933900170618382296650822020903865970557158297135006310943334584165687446074069714474984263807624999282987404360189631055345484460699786744236843283284476598721524763193633287715227014943241276024191196686040317130794123143836919771402792270049463884566165863199591427702930502086962901684001269751267706108530973300131533547288146849609899703460478865377828778033693189923385262140871679541444299598790926092658611538241167384235452905920293591297254476524628896973432357975412521773641970314457438653612980129553339629877776087303123097569771668839155351839825186723057155265512196476809000899131039092662351306060150144786403229015408797561863249838974972191103685862753434788467164129572693040205380111025491582143190203273906301399035458933904100214108006914809943428694753924341971541033856146008728443035593619172757074143910543435797073852576212256742742102005671664952220034513832107786673406366749629286776001268838411472660272386106433229697389866379377943888879488665099819196944187514455750350326027033270585502778477806154168704489878404147941051062333895648018646595618394994653428199937142494936773516107465179362513538936747468798998844479358674659181260826277038814358002064236318491523767522683061937203043083739598946635564168758610295125709,1545948,37436.88343,774,1545948,14119.32837,623,1545948,15398.19751,606,1545948,15328.867,619,1545948,41327.21946,454,1545948,,,,
512,1,7187.90724, 6728559435337758409660738666047420210148597838777339036676493013061726873716959730374155067370206093298717198646055174495295633260758350552884644856432125814507288796633978087431798399906378656701481455717842633525178890071782209943532980004485816969181081148785607528509257400062597034330396704553608593350860876636932153666342945139063741577372765349224141295901946158953751756206399749182706700272569763695400676889186537585694638032481537202016579532723542630183086282698429356388615218046331259426943279721201843610092520404405774687133431634413232345903502057049711541288920668919367781862078903662276459093953073600847581872670579019423517592857036944557619771238998588843995510384947197242456486201407494256163859669669242510613709817333006139341628180708940073940817030319619738508735257790509813602261531589955069274448591027288293829588218287575150922687120102154314897271469761570718056152153805564139541467627046000289972214159639056631513405118899293268436866849556202819931573764343377043025175079783037623363376925104237939927426902211551356599590539842,303,3184.36536,14,303,3121.684076,15,303,4632.148989,15,303,3011.511799,13,303,11638.90797,16,303,,,,
512,10,12793.67195, 4943102259108584286803466999429046298765514239699593224065931180368918110022129853321344556068837234389918008737961040273912936234387453170867182597243253724019880018849594397468171199989611912825764587865395401815108871763661454751742835907527321847839816249456564219523851494974560156457947226320993530052964885803079194851101281540952177665865725191603356080968640219446508831900830201592639693425008515378083595685725319656604970488848454575050171642829481823281707586984890459382813547028121460262871710225298416634865780683359021016420295232407039131305985928413146018876966243424312063058548841071067287748009315289700239115529041440665154118410052608234752138078192441810990481833517381304240005797136019064140649404382849380918966858186131723988594410842346590166272761946685429380392948152933191505970504421386762600246349034264179798411169163411286379690546183831780648666067423222717146841498787757452718608855626840018348991349029432318295030279646679319227434691199728696863533504784792867144014087756302039874180735479556963084221369528785752243625929817253394485763868648133771749113072343974188925829413762283217082131096911303508079948428606210288762555686849154771090192737820357172819967870420555091596730938099686375862755650447178851892096401427718204778163908884692006139487521178874438650326823771022937406585884194468796178157389881619986662073877412397849368883329378985657429881560693921151793633314320817826404786940792848610992838243375368716608991769016911555984935925998002549984234801861964749399026790039473286400710653173056691097513981952709580560407224794186479148761281563432896747603477369466303108334354710912387403372966792078187270586572527229164315839240965050610958485770595655995121982048759957477917907442146790055671375243564466567529569725173928776121592034763373232392992762602227986789962609518046534164889179287746435290143605823891136866434757892534196289788986176005040439783126958304638169555813324946128893,16670,10856.10552,90,16938,7576.502302,89,16938,8527.048932,93,16938,7393.835675,87,16938,31151.47252,75,16938,,,,
512,100,19254.11836, 23114704934545202888334467913829592144961795668967988409145656200670209003027021937156076545068629323010874775070264751824289373477719707752064381793035213099671334583605768276249811727616432653041698157102564787924647789317181941930324100941577404716129352273851734670676168809298481460518860710064709141884365218009949345286044141036349189934810779226622936700102368914003313481967447522097872201852068067184504435806463736330940330530074902003560136983679171496474571535888737676038507545850370432394710239375530189199436714384374932631463701185726875747265074975442527043378238963104628538267119284177580222723824380262909002786415005018566666819794174167853909988473410480042263345226509030591635283344898636737902845244558097964272313096517907463144199734687537478103424603014090784517419429683396594880455245881395070089137721508955828932929612423924690798707315281613526730079250108403063702644010633349701049007514990837075722321567766605459344961934807178197704670274748798641273008441203972974425779010624890965946422457012409696967636744406270895399369890750874349896195670619069185792875049501573750489771634461131686272449860297135017093882113066714947184960903514468621632550420793476119456498127854864204900686436321473189823571605874539193747590789832940548010878405030526770227638517262778446888919071479468673814263242274848182454796209330583665636664661834841472841257619583640083390455385859385018527570436872781211392455955638090968552733043628953119284079385,1545604,35980.18691,841,1545604,15201.86432,732,1545604,14924.77459,650,1545604,15981.76792,568,1545604,39298.43602,438,1545604,,,,
512,1,3582.209698, 105866030803850825259982489475721230087872622959791954449227905446577528215505484764647001288591614156036919318690857496979242404493262653879612871611440689900677036061306850452257619119621001758231042982387346166027944798551089426785106294880693631483718632022315905125444133780164035477736488060705052631960355560573876528219480840228560586464192417202113476853440514577474449303358429833658070363895402604370476542505060298620057772873852032245170573526385672080069859576425204468634741041786200903583364624572228546368162264468247973,311,3518.9213,15,311,4153.82486,16,311,5077.676485,14,311,2540.366136,15,311,14164.4523,14,311,,,,
512,10,19148.95558, 20435492634835428354563168681077896581849521054595195692668807889177146000949135356797432981581535416723537847762247002666089133980205363909863003219411023308110753681130486088454116907573388101032752500528407274796286292487658454155416903212806496898650416196277885920696899787334524446871698175250315868502621439703606071604584450349286107190234236536236057765833734144408076053793924549381821181401454965367835520316889347585714501861442594633398214487732578693125577131779605664528906228627768389240009768235230690932187561189433837857304418752806582055571527614663475163318960515980153487080263459474767050666228323689635463503654537628756810597988074213543019109758323874685373351705839122448272277880012297418973399045440208711704444184721875454765176318972777220572169697548259485396367661046842255421663327547581274338166932442880434670073874967453584732494216417941092059576883435252726847051268830063597318980717424087184533227074067632257241925328093323030648413456732,16574,14786.27459,98,16574,7957.262059,94,16574,12518.89446,93,16574,6095.259527,93,16574,24245.16986,81,16574,,,,
512,100,9613.563027, 9178897085415348571708888291815175654186233418666973062943490516484523813920395887095718968547550569341667862737386103897606095800672049082070245245990487243763688109145655804057736771188747393466170341109826018683729059600674181793601819266576531162990490454120938765517851419479585663861300712672614646845716000932032889425792968848223330336573156823260739699852676111862081689237474854534527099792460191407679013061114489912133087097484557469705851062403058420577317865970281470334980500771355502768539922567082845746079230836451674925170881903280152361400893339025659606135263047038612459174230523193344075012278678330401941211500584048577303255918631851144912447873513251348501934735494245204935204636828796709043991558846798952784462312001384091874681555356453828675246484583658352182612149184710500264072329733416310814740685187592214852348480773731786539612719653483952438459616770846703204538825483559530148327041477884753071266637733908039376545709236706708250258818092874080250763745946746310222507306397831721115311982363129178444388969883312334307891772808189447209309232275202875342500088629925765891634302120948839786928706282317464120646131487523085774301261341999087751095713338597369275289908477932973913283689787354600304630435762085870582399639602595924886060617515531945033308044411874612010195550424313378464203397079501321243696461018819677112273426320489900996277503946333444080327434224183600543725314186627355066623525262750219116297353963828364139496270,1537982,33898.90492,864,1537982,12412.0846,659,1537982,14702.37261,634,1537982,11745.08165,602,1537982,50059.3953,419,1537982,,,,
512,1,3582.807182, 1960160933360971352303957371962031892570202466652653168616803337807099901213294022580551816411568195642702568188107696516819577789118137111130815753142495947056786375275868412471033035076378403126381116477415254364951366460701024082750691353867976660239341344651081963663726392645326061649489952149901396969235247373990245195845246597636400947371526011845683693894224570814304977450443848719254038236125904901073520177571889159367514747668120899395521822274331040458378813248981582853295213356648476160237412415307052500595175802908508119239353867988653520625279435938618942865315385672102432595475338629079265315087786602964918950541981300083939530355317782975801973396101224812256444132638862247360691227290422089072317516346489279521684220316988307927600644007921815045039777992564589895100116231217420099783911455495580551282790087435202326810463030278402917958227848179263727546224099076137069206625664739343618282162542004679304783027906151385170251698065214806038054848088968964337369835351910125442496950182513045171243811238936782571041867160418716375205876328,308,3412.297434,15,308,4739.793234,14,308,3793.950663,14,308,6268.383835,13,308,12740.51556,14,308,,,,
512,10,12749.51219, 27412611010271259000853475232341453042269933966274124625031055022183901085850447170562812516329292541613106259372321938625148930771462933144935556898194253430822282353215842794979553539472088685996784620539383002246813006732689467861450102021851142280134782929344850649860212522616661289810868695207103608920357381735454061263371324790812753357715350378159675433521436959511904787705776940504383305815204900954552444946525220333012105152741072242338164420428046640313009688450059301522402860785300943143640610097085226020761105211038018988097304422917306981296236755097890881739438336008580869193424257393056785669648183031711789084345373760562804778177267933740704663235377682700062666629545525588316906686436256461508357440906156646501435655818836131269473085540319431262765933804828445740749275253365043771705587906706431285267025729008442130636510190140298059072915433816083074479755923825147896827622809729931553569392072049249066578620121766417039452386720859829982067659007,16699,14321.41456,101,16843,8237.006081,87,16843,9432.07105,96,16843,11312.35186,87,16843,26587.83659,79,16843,,,,
512,100,9612.237861, 1475678979427316763967184289361399216341046817187715206778137336553178148142341583675478977467716160624713518688346083449552263825910912910932500272928823626589487005248460282382209492669726222935974903436468585769378285069797862903003981071810690483902025445170304927139185320700641400685559744273920173034464769874994210923344095303965459300980818273238636019612136391000356759412136469501123273910453344412850248562295149810663757586465994046560491202249052079798338232911203916387740989916805232053105158500989949685380869363896357550306632219580426918167853950842257280515396875418812721797537418650063725484784640532272817146205460335127802163987281979687850307142748092732066525864347002924173605575294167180259887226860423097668229950499496327943984912224579377922242552372103249253039091587495102083787146559238097678076304530492742926504169147415634240572260355984643655322665365689966423492812306025936966139753863295954388965841300090596291249338189946235376721868302718755448121406285623524650132702339591104499908613888461333056566341904471048910314080289166076423521535689444207398671750459927653508503616456845224327020682770631327050095532076526569684651687809348931540193740454444584995609983181634931025006624452259257688994284517465514657100801200774132708573548725822356523019369488198681139916641316026810991657806968827624518710838170191231784631653559189794772839391248455521408544134024837563862108860933342314738802122298572895970966588482232282367963317792350144617895468779411956533772601174460012632440838560693742264321163557379689936603374272205454859345849395502315727065534010964329881336405945656616777189753602108549641229421747640006630681664657987364685890910745064851183020909353048207466815504147541098917299629742259639555893387269372514142055894150247093409834465150629955932715816396107464828483745090380961174216073347863795674399683702001844535034637465496953704302106125172687256299206130037511102001617179634745905742658879676644734598070938493411477820552822761360862380503295852219881043751165990264253412114318655048066849842078673116828083795528409003291861862389436795782212490532925946896412002661598244211721376305163319930893556328879809659402632798668422444428934987246576959928834082579098320909628376440477376458051438261079386447341324131398925478470037389389231110151493820002227546506678432928680388316295523846401176623662183536242134607041038357302806120652801800216691518211861843409332420458113710947319522694424307804039245229834173531650377070104517999235695666525070077146649372979236817181565617276782112980214590146695248506340205548334189282983028775786471706225713244511933559253290967516565547411644217835381351927781258297586019263831981501834315562224135499181580093244300698665978306717979762281188069486834088891071237117648661857967548358240143826401779938216557316929152482613241437455219311469616600958219514926607379317916118374516374119560789475541946358291079455173778629998086764,1489766,42864.97072,761,1489766,11008.91546,655,1489766,17681.51849,634,1489766,9500.225731,597,1489766,41101.47331,435,1489766,,,,
512,1,7221.267343, 7506559450630965836010987433628211638209084542349762514638884976430386027588830416605520875227492033792458188631683869048274308662652320394303843718950439021791771308939249215921282945150943870812053354756741312027274364478740949621195147971056416017305745723232148471271094558432608970105217320814796983707718030095450155764477220378696192737159181612760191864127639060143858428830651904627889868504280201223058314404934315318270683592062199882767508076460969778412961216257896532151613769977592812657997699030621500621018105740012655,308,3359.359527,14,308,2942.04679,14,308,5334.059802,15,308,4865.523369,14,308,12069.20317,13,308,,,,
512,10,25671.73892, 10740670095622471836361219696914204232951041717613211981164461213938467317527459231174114814719380240906287915741926774980022261595384615438861112663340837498150852616136904436496665264490599722356173140990527940601526085503795058235964911177264322929016716503369687501202238522563015342492853923109715074071151446091184959499129776051854609521092192310845579669552094004219109680430761046652006282138609996857630029745980787183799673000620190021365904863733816918564914241853246975087209421155671364135579379174382326871834534276099628239211163276084598443334319084651469006799790213150089072066233426878199857778138152182711302692713399535912027471184820481005454759124772181628539199617872595401755357967998345536145453313337898347826173073761945440640670022856969457650471403792052671591795270311313066343694893861316423797616173100846300393221248363257222722256100067285534350336083215181753577014957069564571882525604771342168330292699916778308056081040271277719866590490039044396861258623706382464811439763423064986792876619366886613372466093484911956102495860358844642040880906160944839659939453113527777113237836364352198048340210684064646322676248516198618155948315161630721892464620587782032834382312265356351158324744053308875274981043365479326672224136472971922925477325446138409141913836635266604953251242362963950006493319638890516006565337774551033139939779375652199229294409354749742047937891579421308901647883746678832763072072663858790003180087316319920489913236427999795830358762756996562176119982103084396572934270577575646662257853502887377926103326070759726084678382616187259162495484364776096500365963321589835129592793088808171503786539482937376175149899964696807241016506199627475355810197004349515955850604247540096036591096423337820262943973984856453875353268034880230534796663523292871989268141119831955633387902011474150972076787557060716886197621956385168422340109293970988617367209491265624919907502119467438309453866780207582535,16859,12208.78698,99,16859,6183.458842,90,16859,11539.88219,96,16859,7575.346898,90,16859,22876.25077,79,16859,,,,
512,100,48523.29315, 19714397365382929523362441745686897468027018035249263859584230766934980395723714026487582219437346096852062605292358852528051897813229362955648623693619137463567322694568536437428786623372558115830460083693670459948194830968628936967680846910144077139897174692942564586057676967849188620588418975747073902708658468459968426760026649961675776498641367771811897185243062780297035421646033273586365535584063924282884765335979408563174358689884045796452873838035455247241785699370496346531845993307219070481589367666251103858932309088325904737546709325691142137755809179265068183909205070884223867402727662538809457969880326579007513469352016275494327498041255035452191947439118305059957681871585743605226156444033118279220520806830099162947528625181630591595970889099153157055815511554043636068192433567303397360536853392068193200311557220152698412703552745929155062361045675521645589346291347802668624122578327663352929248126235958443809779432630618198491900842888370682565928963484776531030810434442476652368344754207015413745762749618102151290051605958849451382575753490762226198118750120213375371567948501971537292975479164297769680234856372022586136350732957188978465477974305626520413624917432894534047376173099307553593036305643083189159471802738600075417085704712063576359591891519218851453949101098006604067758556012648496673570150851655256225616082038744200667069094553506278593329096716043463996069717242894033979474297623050126226339919926005828415369066618212805720854562317,1531767,30697.72646,897,1531767,14135.65882,636,1531767,18000.96261,587,1531767,13743.45953,592,1531767,49971.20074,394,1531767,,,,
512,1,3614.438391, 190268012963929474138094651326897671226521035545364099572848531821950367397343317246570759349691229089351816656398033071814597635678165187207838805847601086562510381925118633455843257326394992842383511569029535986864699880628995492334596472715352058815487927822440656978277081241479330228299301913670154129827659425197804092339736229774273145547004632271836248252984214067404805062393024290780217833518467396204440858760803324110061112495951307201118578708681256395977602793294109141433758058888694737021541518640344077455962062825199,313,3309.567055,14,313,4044.827207,14,313,4027.585901,13,313,3726.89181,14,313,12713.48042,14,313,,,,
512,10,12818.19346, 1223749743533222523030350088674536185898242533217372376460554780639369526123612566836360555062971667599266182597278832029381628677868637854033519763324960912864669112721995149726002909767458189831709688427668674760905888668615777304747356341866637005424883976042913263189965089596659929907635226393925151710960124225594283150061733540754869350780353309148797944814560992249435317746007360691809773843929001193874565283547493647786225594508540670415245446495574212528816911880428352918773223695647235199024936360192925525267468272835854470698375324241726069949539537194217310014975625615482558540151022660070691369698403491486028757953684550973245864792476002821847162076569203445183633193978427589665360793243602309453064620317947286520388381856166271289446599481845818083555563587950196889855330220666779257483127840745551803382962836111022259757568463024702638667793538759197019781369443090188091865892117417297019208638516847270136399808212837335941697721917413285605925457109,16486,14799.09274,100,16486,7626.283939,91,16486,7604.284813,89,16486,9223.879325,100,16486,32021.70959,79,16486,,,,
