n, T, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t10, max10, lsq10, t20, max20, lsq20 ,
256,100,432.8852358, 71876894133621413139129128781972346228338486896448585181609108579253917595286858247874933643600894277971451802336224947310562400535727718039469216373520092008200328114373485162370138557255468151833486367425548373303800706759897116169078529484086864407404711080878244396532865234750168552841151403525128716558914923662331958021523842426837418679879377770154233196503935296820689831512668146187228046562574873421454341820806168822647681824201393048927377505572792408243399743936107494141298949885263861181915439450457930061509257613460267120420088987728035473158703286000646813054562920710994306841469394014772552438656751805226172768726260192635592198239270626937512086661931867837027186515558309069264215871256983674434393740175865633866783645894185284909775064884836228837156112326675472857803719997595021289147610473668768041282367729009460717900138703458318331725435001267179126172274919780219660741650540860677473925288405584850485773437311451566379948988754457428173101608971662861030215040328717594446803617386123999688060410410959474861297920014316785766660232382041198040878283384202550321692440207733346500742970381987281712130928110961782576743805109219669277130649358841085592487879650036309132142566598196151217213456351492514481559442127854473280707162492463793686982011148922074447174075140000046521919224863172700510629893005055763984634075883651237353073304063644640179966663233614911,704418,1018.982133,64,34940,538.2415187,36,11004,452.3696067,27,5757,928.069293,20,3664,1506.793404,14,1739,5056.02556,10,727, 
256,1,151.0771637,3.64E+228,150,127.1793582,9,150,273.8438258,8,150,394.1181562,8,150,286.2082679,8,150,666.3433843,8,150,2257.728359,7,150, 
256,10,1121.745568, 279247888915456371056708611395393976236501495938064058075302175274923934511262127544699829558205650292983330445005868142100908623764803654022995828361055586976075416905298284918232676747599607540922029616868425378700447242284987457237706038075885931872963578768512059240352037158814067946850048609628245902043355425112267842282597378036718170117568502520898482560835290584083289789053371877783103925975799074023802385980618844206392516174654823139784,7805,403.9384441,47,7805,897.27386,32,7185,489.6780667,25,5122,578.1181259,23,3450,1804.303575,13,1430,2457.737654,12,997, 
256,100,426.5964868, 4231864041299969891797803485730202183982855213417932547710289118489115685562302758981385839517059940964684839209049018428347231537546306306464760376401432032542913772076832150657209197568877884978379793102502051170674785782548189273962901258186061999133364788329949313562003874898239362655158195038413977526194514959035107304153848064541474531419060951188370935772330896640472996219817356956947407398565655167734979915613813534536624060430614380164030365616549816771367540653456468716959728035603822849912347565207323268229374923208124682450921861621349083566425497569360377725943473427504131872556330452782083154668111797610599169930947695596726251828395329064566035355738710561326030171839513652862,695557,904.7883971,82,39068,657.4797163,30,8776,508.5368881,28,4348,812.1892369,22,3439,1211.76826,15,1752,3293.247547,13,928, 
256,1,150.5907812,2.32E+227,151,128.2665372,9,151,296.8722305,9,151,365.9649265,9,151,130.6064615,8,151,1071.241078,7,151,2374.39048,7,151, 
256,10,280.619159, 152965329405368031766927944247831568951819189548291605033162536483710994655576668335191615437128660912675561292948550073933173539259963715268511053882942493615802602683289658971209925372913515570721406140976553837172975577922019897162008107566375242283304959217689741474405353573521056846956346106410662088342986132500080651335908560829225124104448866962764179473854463508785133593427418468479413666313588167954470624316116184372667837055640788635716763130700892701653051675932192721163866007326757697576500816979230220196432908266930859020875668484699608620897865069027617993826869936491813259765913471207054670560809868429868436724062315055765059199585329003129339354385729449221074008263692985099389801762302123020659489599691453233599929652595525645337042027928079786370256992063708454663438968267803282887157428874908908034166137952147438450278535510506410911916272834213938772772953633666835765415,7958,494.2236369,45,7958,439.1931763,37,7958,490.6845434,28,6915,671.2687068,23,3744,1628.916419,14,1536,3395.025961,10,924, 
256,100,428.477751, 2852378374994216129861192226492238604087580266274823589529781272368715057241207251274219382898702413968647528779715380139045277671433543899704408821568936367719740842586268176159393192715376313229987467908126561050908400848011431611025109629774192274235258570306713121578037269381782603843786780180536835090178003152799482565234588423080318472324215661326930171783511673206399999217779199183095569835223702375859039986619051807392635699404641465330458878150155508391711678628865995577489662090846133847863585164790510285460768517794115170244281002279237538398639356980063191912424868928891020866051631404978734646147412414920704716201265845674682144603005327178173859084752308608392492043900845279903854334389787199074537358695281305124863320127335907981181846151541687879811149848852874611872740616098303358573629806902691501831937754412178577808535092644817299657013699079323707112562044854618215143462257299723953732056255578358223478636026736006857754964818313324682306930234188391799705624708481636165840772483669110453204667616176612968839326459270561691207429029203190304510681625759532819607694581364092523405148479733304059992045640412913673168035718990803682802025429522329872314255785197940873557835190990109942815903429710472219355698691417433891749101836784405245009526873287871688665109508692613506155995318591692813060888061520851185424868970530944126400088218208983166764350170288680518,703344,979.597362,64,30207,763.1711447,44,10284,697.2786276,31,5484,923.4063711,24,4043,1532.471509,14,1739,3453.528932,12,839, 
256,1,150.786082,4.85E+225,147,124.8912604,9,147,279.4535348,10,147,359.2778001,7,147,443.9062252,7,147,830.2405782,7,147,2426.946987,7,147, 
256,10,280.1247659, 1315292104860730705378540557469365829747074064099897532771643699427384241025469612540334416748442672928475421561853784097954567727524183630287680777455674584156277871851257196672108010129105478850109505820607055763626678332119202292693081867088652253138169466206119933220259924023230872335649798282946083215025901070489666748605624784889280943387710617197390283601542871703398577191369872343323683561314102110258561348444701462243974716685148958375410261062371955051766184863347284352699133770642868117003082047956570859866293532867420131318039381638006492127691400781574060877543612593062241283061163212545381030960642693921669633358203546460272626330560283439473818072157999139361532999365198388117534422897350921816613120195823487950849559748181795076641306419228303508440896331924061815758876756365853462186809638273517529597191038639857069740052958844663526979207258903852653038025835459432148475,7950,424.6972687,45,7950,611.3788533,33,7950,631.0509,28,4714,646.2365687,23,3338,1366.895263,15,1845,2973.259583,12,930, 
256,100,427.8230443, 3893697507469606558445999569401844443706255835270074065079202116504068424929397813693401725477388564623057938029449799081491404563171336607533243266062853998420536974410194285562021698778062277953789779858938433351342976339575664699031557013753453429536308077946227993958932263283385348689047754521012914992294023972746781293699307629119154986347834706556208671145196695563609738974389066629614374074421631597356484015084099246808587819005053185250222351783860006109135513449710710201454375324152682206288972926381316135735406527080049625046596059294349296944290590412934548868400490894230607706821375403261712367314420397261816393039292762183105892676342447247158151354488391973845895340954953637062,727011,1001.826272,89,48636,721.4848843,32,9577,1020.33961,24,3691,456.8980196,20,3124,1755.255237,14,1707,3916.043263,11,890, 
256,1,1058.264478,1.50E+227,139,126.7197683,9,139,337.1681001,8,139,341.0907261,8,139,69.55001521,8,139,1060.123456,8,139,1568.061574,7,139, 
256,10,1127.700049, 5719850238062956163861710497094412198891487815109788460391035640193014434504469941265072339216205652444626606114514500867326726980773287243260021744101223153262185686098415312294598840641071574831343722873658385131953286397000407313629999764673713276558495013594028575588994841385716880698886032861971673729720559092715787109799228508605534457760806018936317765662175024564711547820759336847000509073724545266554137294936133487546629873638724075407080328362985947943530853347948574584224579966923937291717934142301221283524245244363422137182038663675925543224715893558614433679277562742230154577881543612302119023839780728154376903332067638902406710089194371806612912693063005268889403821968354699345604318566452173827428007876464059693132466183682727356729798824642195459015619758368416843986901673763891490961933412517431209931239125604495689511531205125322395873801109733011639694172660324897300,7768,396.1478016,46,7768,609.1586952,34,7768,871.2433803,23,4818,494.240504,25,3857,1666.608523,14,1406,3682.836866,13,898, 
256,100,430.4768968, 29040531316974135801750693532729620269324714404268823691809895698666176539010795492833058167241703111246399647655725634794671152187394297755603735487663011666994626757020796704551737890631087635687682052343302428515970683118528662989245339697954256236613858894600581326978912200495693126668648112457215142976203561645259462220585325996671328993238785477371337131179653504975545037546086149467861351909363725942027281191535975277933819096284192942859324303731472697647735427434538377871262700768574408242961777418279644958493280266161248371321737646991883130520098250554987039439990849823645437145996504334564853991805063028765894595840945662157886494368260544801219256737332427076307194812011203766922634504179600748639058057929116996252035621427439058370503063917384600727480513712621425315581768577128799091250319084354950699524139556822474444720577740428510442545372565797412848698902768516356998070234487673346165844058820629049882419892836177515702181918671971489519551557659896105099177815988761032356680986413007091442247745121689926402571292305060371684403526583717142519918145476743001076687246889479685652534160206425426495660277494979734080556720573703499888345356576674875109368142927584825960971392508280085932384405657811140208670301917218528707652458351784807247428435521498870945215633338241026417046724950103128309817637617385750057169796564712520155641273585310063135920487236022394,717110,1047.225949,82,43026,655.3088684,41,8584,823.6867845,26,5046,684.0110114,21,3279,1728.394696,14,1493,3509.190758,13,916, 
256,1,302.9116035, 33633384703086872927229181847994675972032253490301827500657075893018814925897032555900136434177789379131295948489086179178280237860221886151198741312056473954442374630132076489676339493180126727481642148747746316031267429855757892421544830076368944314711594111202752440377080856644833226523959001440537787541617207929257468976561057742816493351809464608846932410152687691259410912033993237724174783925764357634995000042831750213629494215394073490761408320,152,134.9213536,8,152,335.0607467,8,152,218.7034044,8,152,233.5681937,8,152,916.2422383,7,152,2626.687855,7,152, 
256,10,281.0860493, 302704877551384471088695080938138517124645357294947208689290865149861157915660667075092281233773727042386193828998820262544244697186403547831845630547331182971647871527646521112778628634035826451742309349679812570820588562487800285870394100218732043681370727146102756509949081345477671748085055263729463770811121261901755230513202414216263280627453111003799002320554928205466412729373597266401696202523543598991003888552126129895244846849271580396029,7583,455.9815297,48,7583,519.8783381,34,7583,639.4154179,26,5486,923.504056,21,3376,1438.441419,16,1571,5127.759961,10,781, 
256,100,861.1226604, 1885181235870053954357416951905196032945879014370921949430543943838123163639147386781689837063128774323187999700488242969420057571788939838599338690049647037973652002450526120378314704300352990377616973743745751304357370039991984870799132198962383613399644115232259505655025699887130299185573010028240130551940094741745129029025907053088137708670222113220949614198191754269538503273545142674132369332394997101051889545092862186243679942136445161278037869059177627443969779079667204781737651495143262790331082661005750125429668496960532819447592494655010701275204943409774076792394670277575282483664853622300667448937448271522188392404898919763844525715881045310671411635788491846288426422734184656862,752423,961.026607,103,55682,876.0003886,33,7768,691.5678153,30,3951,800.9727774,24,3310,1812.501727,14,1545,2583.029508,11,892, 
256,1,301.7452219,4.50E+227,148,130.5924337,8,148,299.8502953,8,148,245.41382,9,148,339.2759857,9,148,905.4893632,8,148,2508.616977,7,148, 
256,10,841.5737817, 433239956728214862751790047126895179270286786123162543835767495626498923262680715957669198159524107409991134492349492304557962588195215017678318814085138934374976712122583105681748675496156022361573656894675820967811040088021544489467762286749692164019412190616104526541980361652941350704024784414714107766048858080325870944962262095382041584424953691709168194175027708582886772783464157808218737418266230221586180079751196896848457428003080259349415,7751,443.0339186,39,7751,580.6894264,30,7751,955.7661042,25,5171,523.1354542,22,3647,1992.492731,13,1554,2817.622605,11,994, 
256,100,861.8969684, 10034271041918843767608540604781807507810909049869907939452116746304411949089340151738257192467863408423829713639149322751495220204559368760152286484958032693386320189389380109024592714061859202106817947066974540291973569774155020510168960525954819298674329212717671954705768992000704479047094400269116874474880699580688988057130458641301438938788985911304726906071696839022997459577020899887662182638196168166360777767823980498980611085175233958671070890654065444885225003209418014854438661014958482375030953386386115992251850796703728896914633952529511837242713747389266570978618142436869228235591370637650583389138035385432389611693757546257505024736203144620010848189399406675852023941042695230503044041930139718512028848304152930652517571842809459215129261094006288151646158141695952457377562376169771130076754011537731469050000650095002681509372775596984476508582823330749629504724622560821257237076698446279452769501894305276460343289308978252113368879538482767390286180123878626236436988662603580840394582932342604810292079401576886704113395714314205865136708565597726923296354262792103747292895787973326601677656342808955092370554318693029738354715669825297803175624761910020528173883129384336558139934570764679014729782152528987039973859597636641249601482696799196958225789204951412598007850727234736178523614537956294330693706635847586731905477176296636448782178935042057541020137706142118,706369,1061.645053,80,41076,720.4720011,33,8728,960.8918986,24,3974,495.7005529,23,4803,1453.484352,14,1730,4998.684251,10,762, 
256,1,605.1176925,6.72E+228,146,125.7965913,9,146,365.6686325,8,146,359.7654605,8,146,162.5853593,8,146,943.8800297,8,146,2592.254552,8,146, 
256,10,281.7119467, 47943482390227035473106005423481687319981897057363917378031896054268388054225637584246441659112838421804664765266859424665738481851978425931153573753165677123656739044339415625262294423748370344435327759850549529629386329446430040673702340773315424817860792401850863111317463926245668906696963089081431211629360259192070284545202099626593343152835335512912984882365402699080287638475579359357497653315570398866877679433786683908992130513982440004782,7506,418.4722259,44,7506,636.8190324,35,7506,853.1959004,28,4084,567.916909,21,3262,1503.317379,14,1716,4365.142672,11,819, 
256,100,429.639972, 16027685938146520826871641742237854700404786417313770304087588099869319658818528901443403963757390154547303696251792203120989400868954892676544267870519713949303222814683133939230154414371516162604829432402866419387011549032645437961846601408360295037855854986193406151114124268465788904345618647919229995012409554986381384189101892007779183154109288577204672627623952817223565802667657210658535165949793187669183898579771430038696953237341816530085619294352600628650217097393206599031143245754916388742627036181391846743806354581184497442286385518826144696864408160513128356374968304498754734702647894588245546863654917663946817176006156851150515526148334062014907929801765666780175464396981808777843,720899,1095.63089,76,38445,810.3930273,35,6947,649.306617,33,6027,771.7123997,21,3845,1724.998054,15,1431,4119.822319,13,846, 
256,1,153.8715992,5.47E+225,151,124.9229908,9,151,305.0040076,8,151,323.9862328,8,151,192.5749912,9,151,740.527199,8,151,2999.167349,7,151, 
256,10,287.6488461, 25937815073758022993658870883535858287165958987619351714546730418580957683173865392757179496582592637884202757748143995894022101255998186519765601040686855047604986227361338492496936394962903061262511486532211496148539545333711057239144805175207532164906605469667127278619038670969061130267120113398604230867919780419028422967729243377435053558420087980415185198753962849367291862601248120291898556956731993951268238765624513068924238203612705856726379,8097,427.9868519,41,8276,622.7117472,35,8276,540.8515403,30,5375,545.5954137,23,3617,1615.89861,15,1677,3354.918246,11,911, 
256,100,437.6065574, 1246349401540598500173437618151012493783981198542789043065959560469996345868554782016111174168415387805065287531422408120742095212561384186843173648500792184109396009385430454096116357517331608028661083196611998276655224675474098655259934354240127187366990064671935887604508391883277989317692712997123538185072095315082247263214060756850188712899645799413481601794964090570472524830403881431944729105816581756976719119636377858856474031438229870019031836236628116997530851679759651606491091859664573803839188515973794040875176717530983192109855453539704017750670158188322198261616751990581774973525910819262589206076101626154836139005593513497476643298636879151442219679140782484725795290683182018245,741859,964.4516077,92,44356,972.8339586,36,8941,806.5042193,29,4949,500.6459105,21,3393,2051.706113,15,1348,3990.551297,10,757, 
256,1,151.4420955, 58718015756563414522128631125383527236126198974852240437290827002456185739041015823087674712221544888313510231064954685800378313634098746763726302150746741308396948261294176250591831298352968846292652816142101662905279525288300817297935577309395531303796970774284360247832562066759018210304338443792036595404311303145617126911900574145672915554169857212860608678884879603699298660942644717867842551417601114792179313703555489574381480409756736104454003491,151,131.176182,8,151,245.5946636,9,151,283.7446446,8,151,452.8548727,8,151,762.2633083,8,151,2594.316061,7,151, 
256,10,845.9889114, 145187482116000799034535226355278483362338255798633252688896896368141236171141648462327052881936762757945034219325437086572804013331094481861046090784608765794434643718820086587181843867938088586610273756468559922749213899683098005704044539658464153341576153958730492710612367067536640254598298376836567459418377673902114677125612799865004888314905876084850687971237052562931505762091208445064734487851105365024358744695588807026016403184908938597805,7871,425.4742761,43,7871,584.4475968,38,7871,691.8736978,26,5071,659.396945,20,3243,1666.757702,14,1401,3688.578151,12,895, 
256,100,861.4226112, 11397340287829652558594740014343793329661954723366382753819773727982225341799279720440849124310593367685789444400508911040907461970361364732345558714402255132393216877724997258626056311609382053464527697845469913750979075473530709963964681717228434677927610315717527539683795281309828849377462291629409539568114213767708977802949834711172502717860196967711759761351266825042469887904482262737080750501080318331673750765078486683399352517586392758098085443837218654616756710975313434088358503796323147799204234684311174837229751903436634351892528962293827241169483841053551909088195443249663256129198531498430398831912474095348459756266945073081732820242600388222166825137403257735272321555370297877447,676347,1016.419945,94,44479,730.0421922,35,8197,593.0435581,27,6041,820.3643117,23,3763,2068.155221,13,1439,4040.968549,10,924, 
256,1,906.4400432,9.29E+226,149,125.907933,10,149,260.111697,8,149,453.3261213,8,149,158.3890333,8,149,926.628885,8,149,2640.338053,8,149, 
256,10,281.0797143, 261799688837883459556169943884424613201444383704327294135281114970199410082433479460314008012366958448839373468910913049440173572124667192644035962489876040921127352427113098396099234450649332094425181049902028951296331819519353251510388560048959534808516648964526966205857999578098902136737540361676791894106311398753817084744468032518227136876877443507713974129443829577566389941355543844257789888000528221012061402192909831173966575243116404721809,7677,422.9942336,51,7677,624.2062473,32,7677,741.1740701,27,3199,554.9483724,23,3259,1450.411424,14,1589,2861.319326,12,1096, 
256,100,429.4056325, 37995085341385870275583729113381059520310033755329946078800127295594229487811711441589419205791973849120673036021950663901105680351661884369750125274596769522003438871081421924651358054677085643593964321676186715710019396721079752903038008446221149674993665117426545370098157593046513897600079289591128874382588367765123602657388831462220296933569796491363369734093197933050068542855640036681988783181661158687713005724936021046374539039584016386410653699141895860617834688103873905554990965050748424917736977181723003609129192962269242498897131398491179754086027036043807707343032460533160205854700617148078057788505973276639268846245662756444814074148456003722660699306438869025311567329667016443271,706385,995.4700012,69,42602,678.2995408,39,10070,720.6694353,30,6010,581.5242507,23,3413,1756.03756,15,1377,3906.208567,12,791, 
256,1,455.8147418,1.93E+229,151,126.5448093,10,151,361.4243348,9,151,262.9077933,8,151,395.6634028,8,151,1079.453269,7,151,1986.600631,7,151, 
256,10,282.5359998, 26644031027531720792442393030305849702594489211155574147252785281363446009466094292988379179779652242292749515159762731772228892777065677068640833547475271212944716619615108744241701397291172711517134018024750212669837984606688323131311929517257232191767387237104860608500362646469594347244993556335784128024921720677743748921760695109247154117538382327629621669656540868195070560397124675861000338076498675497715560384036945673433261639355808583148477,8094,415.277323,46,8094,455.0945415,34,8094,940.6968203,26,4796,476.7046652,25,3976,1795.156555,14,1675,2974.098943,12,921, 
256,100,2154.043376, 1231374824060242715741933081727396427017425584007799743915430691482505120234872957956297216830422951854832365233277015012772732638516213542917298250662210889979873836920659475899887042742885240349409078402593933789096136793004666343433343433471226133919422773090154092573161261626686034566337744103344141193693747925990907175412441117859025227444346407246094542007319024939575428829002896623152599059635951644145166893850155376596166502957382753465406037566292850417133660381326477936317925214624124055702624328953309401247955948364514784846556977020076045354177955068948796858826110844334891947548435044293025529357288386034765451391969748975684127961774072435431557631719655471340311312038552434528,707363,941.136488,75,37520,810.1865163,37,9180,431.0162103,35,6452,720.6266472,21,3554,1828.907538,14,1433,3643.810642,11,1009, 
256,1,454.9965451, 21229929371119499100021289012531869233037335728313555135226400649905325560961651901879772506580359210570670313445601849207212783584452878861469513921504633324450464272891217247808980093744552828382599574700416848082786091854386584750552481417161540268116005941847540862827500629721916489424329328745741099277675910142780511038787434613803534893376175997735296536978073084376174844599695035248957406837600053591292249007610116201205605897151668991477348044,152,122.8820941,8,152,237.0599811,9,152,463.5556209,8,152,184.3942528,9,152,892.9637465,8,152,2342.390805,7,152, 
256,10,282.0626721, 514005983623890815533698979758682526954498032879665774092668876292092437842494560273430199238031071780150749450562163692661670312791364024721539545297483125742501581674752470491259651997475484479642767958517458702906913974087625582255820325767029523950905239721196968583125071061185189526015192919773586197138204007115500623837236728324326341676223816177263662395664204040959847946438332473269293209196220781696434437161991470205852177244502032268065,8141,455.9737759,44,8141,592.1844423,35,8141,248.939877,31,6976,1229.87443,21,3596,1675.68529,17,1479,3375.996802,11,831, 
256,100,861.8234489, 25656553151551910584329732118796936077459665046895684513697129057304658504281027992980156331941501127795775838508323015877502159494853125028514070520373042512847651904971963208339316280020986941887036969822805276452504560327096166445819117984356884155616028609123568625779283595797787175244887605299312445434015866513175629488143280773879873008557096979351033944889379661843615047561901541855538196819309065777563926458234536615455133680384852137646826528908570385482155857211402173568139358133232955406619299858283894491245630969511080782117945146173182022574779853638403278196003494073676883021845852539114243691899708818313498692516964593778889613061434734207257600811415072625818104535012173787769413371175188491764030052739429945970303286610281644421358361197074207085847952897228577734519372268975682363284073650894371121665350243804574397244958033565141894510208484298976783310354784570127428465112337506676701599974123638543344913505345009320747012354326148338982423517173080706704247266896668780725156343183813895501204548325826251327663093334378398630706047657263411836141536145602629693857365422163392073343565746142456890359597687936328897634515256756369281874943474005333396222327579879408997080093862329380142695709588237765659962012462078311709262850928179799938214990914326316004149662158808216158995699128347382836981366625991558671708702833624964446578199504172272092983419001632199527409990761305426192135119324876204167222960463323031713688343918877302847844312803589316718474147309656785104381305285551715826052959768019842319143049696121556159602724619008802030546781215537786327900430975960012411030716428982247597764077716737006101004724029425830228429922715941719750700113225397414613922282132952190039884927487424284779786338367559263128803214394459668385949431108300237863493199213946576240875029786176737305048712341482193220554204122154314676488040093503400437338088703631522110115264251237019437434564577393544938110321332794430547594289042014981662567809272713605419965623498854327351737471564977767426129733958611837454778963562001073352161260200020681769730650518988,721708,1032.582165,80,50295,936.7879291,33,8607,652.225421,26,4554,477.1487701,25,4080,1730.155813,14,1754,4849.225646,11,867, 
256,1,301.320704,1.25E+229,151,127.600651,9,151,180.8921432,8,151,397.1875248,8,151,176.3512216,8,151,1139.08705,6,151,1801.740888,7,151, 
256,10,558.1309845, 5713011725066265350251208575933751941178641213037962661678974478873293337140014057987336508170325875092540151178973110890035746665062383884254066762482963892436460926027688274503585566391111788624980460808500348530117026321225852700839727410517143734488168280268709062276004294801058285506972104746473586203403689079762789652619436362644097161224429816453146293590127189242363869292773830930473248403970322205106624984716756133423175109921020097219759800006369498311281296465615667064272564288261436339868735630923501975831366333405116706558789174494042439102353329792546227536181277509160512188710613440048271923937215149429659387051207930568559455724670308884610576794869782655739760813582770499595181319633616717745420257411250838210457175472933469853587595042397468942872034466487048326268147719485208669215528332088811010342782884499865568515951238769432622910494787835067518334375363979748623986,7885,447.3152149,47,8065,478.691633,33,8016,736.3578489,27,4865,473.7783511,24,3788,2037.672238,13,1440,4510.655058,11,806, 
256,100,430.8249497, 958232880382467364764092494180579009811785964831971617732117576405585368984876871870545369295801537119632491898022143975947561228831959311775778274457739603967650554979508362051666176332524589138960069281976515115818550360045492629825397357032263059434643012856893836567696582344374033515456661758199679962805398832492185348078087728404749187620551650102430922633479941257977616743303514035861931625214483229317668219982286242738332990512891137946503766303899083470976860072792358560501956872379602181011005112958356402805069490697933715111474114002841174858162287978517135928647104751639627657546839675665527818820301702930466894826119107262757612321064850019414883187000825939860878698387672563290012672841401634332772465402228390288806937769402944579828613095404201963229123614194450986284478585896259023466476077093787862957584259606729769932936495375073055000215819017476879603135665427459631539580477236861658321163913651210915512696184598845672469405665070274213270753029266979216592533546116294225786837604626045958006701117288162610442735088754182583736642492581989284825465602607543463264062633022648721696191463324669230882375719191628891703136628065181024955648074328303679059991575993829897077384371317491872912845727570811345440526377904573889662131788660267861798607502339340873141432259479518667437173801694701148755797883973272937322713735102877762166692352260444939951697409877093386,751449,960.7289031,89,62945,818.9809167,33,8554,611.6173005,27,5709,726.4704909,21,3233,1483.946278,13,1566,2715.111773,11,985, 
256,1,302.6276224, 834298245472935752080984269259007454753421465147209927554742534582840064266968953289681988988973315000255843366670811061740733983934126422556599565139201487175253988897112071083664532728323006492520534484178544902626339595671520126184911628116810793300931427189706930028951687946876387229048086198778683066563826606588176855998032150560242229614293975137050024919187118065678849924047448824432143593004101525091447374111052735180898502148026289521537201624,148,128.9347188,10,148,356.8090398,9,148,329.4741931,8,148,302.5267973,8,148,936.2425866,8,148,2757.465117,8,148, 
256,10,563.3965006, 5488452806393814007200991472347938342810204287905921744686336975564546604129330842395522964534509437291952795852076263461065170083007609626472518937623501486219929696586984091022218518261563568714723965677275762242890741545778080013156617702289097520291565017468957669558749263051707395158834815109612946778303056566120808645470616797510102282961856436247640566828066993449645985792633259513508391892973416579593393901354415206774159244631281438056259,8191,373.8044133,41,8263,471.9669273,39,8311,911.5294259,26,5105,566.4672043,23,3732,1551.712246,14,1391,3284.969212,11,859, 
256,100,431.7676818, 26928327435153905583085793262695274039042611360395473926454780389694038056514687475386919526848940874259657619226551405150526315224791697697459668801563164798154529459989293500124580165390831321822197907084590780492120221632755749380667633688988588582909081219226782722699956866744465913531858713501138759747638819339152133818967486441497948191958668531087049899322280833103323309011855329737574971835154093704433936888415107839776281214504924439247494423627717262104163570605676978514582839889876841298643648491429171228666681770593399105063281795919506896518144833884373922813021818666858202937901492614410458176246928331156220451779082537911982444167666150114144180631387216720085344259801040736463,759075,993.4912827,82,50672,619.1931536,36,7750,549.1373661,28,6223,560.5555749,24,4291,1666.889422,16,1533,4539.777227,11,761, 
256,1,151.3306193, 43630271372683661414062125476350728686341508359245175696565455960309572588968583654137903114520950127118954694799109663139307825557929218283307002880686496923431614711663205387672316265914044786547508126555661945919417286380820688557519804883546230980193129909179092296197763401239170310908734123080299802351343633274890733163012551589804736558179243146885573087641730882530204811627274611016784581062042617190398057524175057409811384918462351430975573709440369744113863904897616429227510741842018371426293838091908744104586876074940812466517962618227354037234373324039910877529495851474492328016140840199497468881997618849069997411408234698584642321240229794125972468884936734133207656203940740438299678305798888472252956323914201901851926795716098509636551642945917455825391369275156542545208433966279959801199234939123711216968587955437217110732391162639904787147401205389386604057997486661798659075801610,150,124.7091513,8,150,326.5812945,8,150,405.1534455,7,150,140.282475,7,150,888.3715177,7,150,2247.087406,7,150, 
256,10,280.9742963, 1239765174294662972841024495305336989392149023354766429511490670250712162523654495107811043825980695504647794629076816340844044243255630930645590370038475523217820001861244666950626891128420238899873107752905931266078164300245638273211716020679013105132269158113416474197774879316022095267712545274945247053531378364416460935455990134498964764020207396532239130096466382974692851642131809617740348779353847171976549693243360456586090443186176362865496,7809,444.0008931,45,7809,636.9580441,30,7587,248.1031923,27,5209,637.1636775,25,4086,1620.069554,15,1457,3572.33289,12,977, 
256,100,854.5703971, 3271219461025640319606447553739910643119381944446690218563306028488441686830060547858306708607082610768079374653521366773721886495622796366733212441584093548289588482102799551966894242791545020330073185729767552993527285927835884148080958066501952114631318838441044992998989323139858001645791033110746217105705905106194850236003945850913703742023105596840529755048272173347125073818618820049201363024523976624194213167470770472921983571572906061492864102348619115710001523389818098994753653272467010370313052154854672443146712254301352129156141286118074075762580623921794342657969973827172758984699006075914310562214207784362486990941639417911719702309280029289265697120958260271240596942759857638423,719471,971.5122545,70,29738,627.5608079,36,10421,1184.705598,24,4637,695.0806122,22,3698,1666.399441,13,1392,3166.592556,11,915, 
512,1,7224.031836, 1949185674862667396069786522591186687553687719500247340897051672702979738691494382426986832358259188006348492008865104177299136378754292836857571744218019769852292085603418463590871326378257347195869172237840142629102616486184672728290615381487240126340589244094624220203193751108270072979014336744353017541745357913301631965473428599079726739633859805708327079465449008376424636112551118062553883111337650241123026967857762257860790677087377734332740187694452683786870157433157792996723505705478695154751034500781605580591683261292516523142373838774143360503362570782358271434259532209685775767475950762956395619777110388644523402217428401220858232862258768950088803973899304088372241956600571542245191988400689443207039998949450401983868495306670514054299738345732250597326803460909941889034103277050797830143294667915447588174759210057980980753144198388660895054900391355354280334467567054624054014559819562046422918709878471329285866286150952677429083580980722861460801676344755757618643778292852099378256923450412135599387100954729723131137868565474866299645913730,307,3387.175571,16,307,3831.040007,17,307,3380.404661,14,307,3062.365104,14,307,13898.64597,14,307,,,,
512,10,25674.3546, 35047801467908776151151522536613537202097122687660982612299854573190550377176699810802881421263461955562120150172008675351818182352623256301606666642670992095566824775495349315098519534234769009111579016063199969435005758712391186370992546842187214176746348933189093043192010591857438512182729303920033204365011314509238254151563706903217446099611806075620626975958696410139773147322296095690844306217472600073485839904279669035603792844808699111609429864981606203122777437413808714194916338491908817589478975707374864511253409552842157064395537948316803174718423284510804911145219083821910114418481947912865821908354440329653416412793422353264819451392503278790774389353043543084851881847382836347643302614387760726689999024681240399842652585011987089224983662529539912414731215167505916733807070346062495147821007045562654685189991208662254959201527466477983103203555795796256250014254155721715287908490005176040735719953242130133791566155103003048125788356789873026291454222718,16627,9637.315641,97,16627,8772.698114,91,16627,6455.262508,94,16627,10903.92953,85,16627,28433.37409,77,16627,,,,
