n, b, d, L, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t10, max10, lsq10, t20, max20, lsq20 ,
256,1,3,12800,320.0312364,1.08301E+29,4.47495E+52,2509.070267,72,34657,798.8765292,32,8301,537.2345231,27,5323,669.3343897,26,3884,1637.567048,15,1624,4309.275016,10,806, 
256,1,4,2560,66.08253407,1.49851E+12,2.44916E+17,5387.765093,66,26223,645.8466022,40,10057,623.5971103,28,5363,424.454236,25,4093,1957.275206,15,1571,3797.903174,11,872, 
256,1,4,5120,134.6942196,3.70372E+24,3.28029E+45,2107.250378,77,41596,752.5674307,31,8272,722.9237592,31,5514,382.1773729,21,3880,1903.653394,16,1428,2616.440831,11,954, 
256,1,4,7680,206.3137605,9.41372E+36,2.78854E+69,4073.274315,86,39519,897.1807044,32,8071,887.5343006,25,5044,509.7554741,23,3230,1500.491111,15,1600,3059.134917,11,883, 
256,1,4,10240,281.5414872,5.00083E+51,3.85073E+98,5089.836788,89,56540,559.9864602,36,8284,960.3941581,24,5266,297.9127798,24,3890,1730.427037,15,1657,3571.84395,12,839, 
256,1,4,12800,345.6565256,6.09991E+61,7.8753E+118,7519.586981,97,60764,876.1972785,31,7328,660.4464958,29,6339,472.5901949,23,3813,1669.190476,16,1681,4418.149247,10,806, 
128,1,2,1280,5.491951704,51,11,1.408831596,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.45818901,2567,12418,2.461909294,6,116,27.55999541,4,76,12.95277834,3,67,25.59790015,3,49,60.11101198,1,1,,,,
128,1,2,3840,20.3924582,178676,36743853,3.543730021,7,164,30.85677481,4,79,30.05623841,3,56,28.20115519,3,1,,,,,,,
128,1,2,5120,27.30885816,11682919,1.6038E+11,4.642931223,6,140,20.30030417,4,82,27.35519028,3,62,27.71261239,3,52,64.73300695,1,1,,,,
128,1,2,6400,35.12220836,373310757,1.27007E+14,5.583251238,6,134,21.58779883,5,76,32.95940614,3,56,11.40632892,3,55,59.39625955,1,1,,,,
128,1,3,1280,7.197165251,674203,459137623,3.976171494,5,103,17.0124588,3,75,24.16151357,3,57,17.81131673,3,50,54.67479658,1,1,,,,
128,1,3,2560,15.17686224,1.05856E+12,2.47426E+16,7.877500296,6,142,22.95183921,4,82,32.69363403,3,55,27.75510192,3,38,48.8375423,1,1,,,,
128,1,3,3840,22.91330981,3.29136E+17,1.69838E+17,47.63317347,5,150,17.18519974,4,90,20.1995101,4,69,15.75099206,3,1,,,,,,,
128,1,3,5120,31.13027143,5.47896E+22,1.01687E+40,66.28273177,6,111,18.86407232,4,91,22.8409121,4,63,21.01815534,3,52,60.77335334,1,1,,,,
128,1,3,6400,38.79022527,4.90193E+27,3.07165E+50,81.90214443,7,141,19.87461495,4,70,25.7464757,4,52,27.82336974,3,1,,,,,,,
128,1,4,1280,8.05945015,3.16375E+12,7.97572E+16,8.122058392,6,173,25.76695991,4,60,26.66483092,3,53,20.3461771,3,1,,,,,,,
128,1,4,2560,16.49923968,1.50966E+23,9.83144E+39,72.11730552,5,132,15.9513402,4,95,24.55311918,3,59,32.74404788,3,1,,,,,,,
128,1,4,3840,25.01266813,8.01731E+36,1.30248E+67,108.6329577,6,183,37.43154287,4,64,17.67052794,4,64,14.86796141,3,55,67.83509469,1,1,,,,
128,1,4,5120,34.12021708,1.6917E+47,1.47671E+90,147.9431412,6,145,17.09630823,4,73,34.71243048,4,68,3.995815039,4,55,64.36857748,1,1,,,,
128,1,4,6400,42.75425506,3.74341E+61,1.2021E+116,190.143816,6,142,26.21073794,4,69,29.82221842,3,58,2.136517286,3,48,68.25353432,1,1,,,,
256,1,2,2560,39.75011301,35,4,7.190783739,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,97.49501872,1956,188505,196.7372169,81,28141,557.3259404,41,11928,795.5777514,24,3978,572.4774809,23,3284,1511.410199,13,1503,3500.448435,11,877, 
256,1,2,7680,163.0895276,99868,166702319,686.7410724,89,49805,637.3348622,33,8866,754.1270449,27,5870,436.5698895,23,4003,1571.215302,16,1764,4620.558194,11,770, 
256,1,2,10240,220.6896071,4920742,60987437065,1968.107896,71,33185,618.7748275,35,8593,616.3485217,26,5129,719.8077085,23,3055,1686.812077,14,1551,4120.742999,11,816, 
256,1,2,12800,295.0874453,436683665,4.21266E+14,2536.941085,81,39882,628.5251317,33,9068,844.3702402,24,4948,437.0189214,23,3368,1724.551979,16,1517,3948.273731,11,851, 
256,1,3,2560,56.12200642,459603,35559344,1067.390675,69,30351,627.8059628,41,11924,592.7944665,27,5264,796.8208973,21,3592,1513.721602,14,1580,2829.14195,12,930, 
256,1,3,5120,125.5670226,3.2349E+11,2.09638E+16,4339.856828,74,33574,644.3568327,37,8606,487.5261061,27,4982,831.9905248,20,3038,1573.326865,15,1552,5098.678434,11,687, 
256,1,3,7680,187.8276098,1.36027E+17,9.34637E+16,1302.261571,91,52900,787.3689935,34,8176,595.9062703,25,5215,534.1474605,20,3727,1410.739275,15,1524,2961.417656,12,983, 
256,1,3,10240,257.8979044,1.96238E+23,1.32355E+42,1853.176686,73,32732,676.6906285,42,8974,678.8168373,25,4489,635.9523854,24,3964,1575.360072,14,1532,3324.749187,11,962, 
256,1,3,12800,325.6789794,1.05159E+30,8.76511E+54,2469.925915,89,51905,653.6539524,35,10489,755.6348534,27,5358,490.5411031,23,3741,1802.270142,14,1621,4407.501055,11,931, 
256,1,4,2560,68.04153919,1.3065E+13,8.51204E+16,5036.050423,82,50498,640.9666932,40,9456,829.0531797,33,4555,447.8547373,23,4137,1703.878627,14,1559,3270.547552,11,969, 
256,1,4,5120,138.8428383,1.78861E+25,2.10749E+44,2152.752975,76,38535,563.7586315,38,10581,860.7946341,23,4767,728.1735625,21,3335,1450.908282,14,1502,4905.330273,11,762, 
256,1,4,7680,209.7896769,1.74141E+36,2.00655E+67,3858.01305,81,28042,797.4769893,35,8067,691.1138551,26,5219,401.9348724,23,4390,1993.167991,14,1334,3100.071353,11,869, 
256,1,4,10240,277.6304753,4.08719E+49,8.37542E+94,5338.563528,83,40203,715.8305161,33,8884,703.8848302,28,4692,724.3007956,23,3348,1658.582052,15,1699,3670.188187,10,808, 
256,1,4,12800,369.2732136,5.95578E+61,5.2049E+116,7152.37671,76,44703,667.8123162,37,10339,768.6208222,27,4832,443.4240003,22,4218,1587.113643,16,1655,4016.031558,12,878, 
128,1,2,1280,5.684069872,40,13,1.410065174,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.64583755,3397,60698,2.542536736,5,124,23.98748112,4,63,19.65112901,3,70,16.9273715,3,46,61.26337385,1,1,,,,
128,1,2,3840,20.50367141,131637,35690913,3.610308886,5,148,22.7849617,4,70,22.79571581,4,63,0.919578314,4,74,61.51736736,1,1,,,,
128,1,2,5120,27.39023018,7741412,1.13454E+11,4.615490675,6,120,20.84990358,4,75,20.83626294,4,59,22.80993056,3,45,61.49465251,1,1,,,,
128,1,2,6400,35.48719192,163197897,2.61133E+13,5.640474796,6,180,22.39607835,4,74,20.62640786,4,68,15.17595053,3,58,60.98079872,1,1,,,,
128,1,3,1280,7.236121416,616644,223627260,4.025640249,6,141,29.95664263,4,78,21.55750918,3,69,24.99489141,3,50,52.52234197,1,1,,,,
128,1,3,2560,15.26140833,2.33944E+11,1.56302E+17,7.455507517,6,137,20.98497033,4,77,27.99002171,3,46,27.65561652,3,52,43.84396172,1,1,,,,
128,1,3,3840,22.72945595,3.16523E+16,1.87954E+16,47.09967327,5,118,32.62510633,4,64,11.24743342,4,58,25.49293399,3,43,50.40978527,1,1,,,,
128,1,3,5120,30.91958141,2.60889E+22,3.88896E+40,64.54258847,6,130,31.85056949,4,77,14.33212185,4,63,11.46287298,3,52,65.91970062,1,1,,,,
128,1,3,6400,38.55324721,1.81117E+29,5.61464E+54,81.70711613,7,113,22.58758616,4,74,32.03057456,3,54,12.9653976,3,54,64.89233446,1,1,,,,
128,1,4,1280,7.982467651,3.80627E+12,2.3567E+16,8.227525949,6,144,20.34302211,4,88,27.81179953,4,61,15.31457281,3,54,61.39737344,1,1,,,,
128,1,4,2560,16.34083295,8.78261E+24,9.9845E+43,71.40389252,4,119,17.04544806,4,74,21.02157569,4,65,29.87993455,3,48,57.33598733,1,1,,,,
128,1,4,3840,24.94054937,8.2836E+36,4.55682E+67,109.1511667,6,154,23.45466805,4,73,22.45472622,4,1,,,,,,,,,,
128,1,4,5120,33.62434173,5.46457E+47,2.25863E+91,149.5265529,6,175,35.73333263,4,71,27.99540305,4,52,12.37787294,3,52,44.40057206,1,1,,,,
128,1,4,6400,42.36184692,3.4055E+62,2.0052E+120,189.4202464,6,164,29.7801888,4,60,18.11767316,3,57,17.9428091,3,49,47.59034061,1,1,,,,
256,1,2,2560,39.46984148,33,3,7.203458071,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,93.3493619,2379,93580,167.0540931,80,40124,546.4979582,43,10060,763.3011439,27,5010,424.2478747,22,3961,1373.115227,16,1608,2897.083427,11,915, 
256,1,2,7680,161.4488766,140840,50737917,698.197706,83,30723,608.6584439,35,8664,719.63975,27,5112,656.6800478,20,2555,1323.062452,14,1590,2727.570346,12,960, 
256,1,2,10240,219.4700978,7236983,7626195193,1722.76945,96,49179,815.3211827,31,8329,618.4547298,34,4780,705.3895357,20,3931,1723.202871,15,1585,4051.071073,12,830, 
256,1,2,12800,285.3848057,270504922,4.66075E+14,2475.980419,81,33975,826.0140464,36,8349,767.3815589,28,4826,630.8323269,22,3633,2010.211119,15,1241,3916.370088,12,824, 
256,1,3,2560,57.4299047,666675,506286883,1099.115774,76,31451,541.4375255,42,11210,707.828917,26,5783,794.3951724,25,3030,1503.094133,13,1434,3323.28785,11,991, 
256,1,3,5120,121.5446048,8.6182E+11,1.63092E+17,4067.312892,74,34717,699.0228086,36,10240,706.8578758,29,5340,576.6173704,21,3630,1821.963715,15,1768,4561.957199,12,833, 
256,1,3,7680,191.0587597,6.10227E+17,5.25971E+16,1381.602804,63,31001,797.9342246,36,7948,670.9925923,29,5560,473.7576525,24,3641,1658.60792,15,1574,3953.981875,12,782, 
256,1,3,10240,254.5309951,2.77828E+23,3.57434E+43,1891.897626,72,33176,799.7515535,35,7754,505.1476717,25,5050,491.5300875,24,4127,1692.289186,14,1394,3327.26698,10,960, 
256,1,3,12800,316.8759909,2.12096E+29,2.51192E+54,2617.180084,84,42140,730.7700582,32,7833,835.5585437,24,4411,746.4832149,20,3051,1524.044253,15,1638,2827.39239,11,748, 
256,1,4,2560,64.67856431,1.63487E+12,2.36001E+17,5079.505515,92,51956,704.8551197,35,8678,705.4377971,25,4740,787.7755983,23,3624,1555.415561,13,1625,3676.110893,11,891, 
256,1,4,5120,137.9034247,4.56208E+25,2.58307E+46,2166.659406,73,36410,767.5221767,33,8879,674.2212017,29,4991,650.4033387,20,3181,1608.981167,13,1577,4796.268511,11,888, 
256,1,4,7680,207.5351734,4.85791E+37,2.73241E+68,3932.396717,79,51333,806.7722783,36,10894,928.3119497,26,5098,481.3765805,24,4194,1818.588158,14,1366,4921.355556,11,866, 
256,1,4,10240,281.1940761,6.82587E+49,8.81074E+93,5035.610628,65,36859,474.4117494,37,9257,823.7367816,28,5943,597.3588512,23,3321,1473.213952,13,1381,3361.898518,10,742, 
256,1,4,12800,361.3685975,1.18408E+62,2.6712E+117,6890.224399,82,39288,865.8486657,34,7487,713.7029333,27,5127,698.8052673,22,3857,1243.405958,14,1706,3542.19508,10,1012, 
128,1,2,1280,5.477628708,48,2,1.405254841,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.46917701,2819,78905,2.551120281,6,150,32.18728137,4,58,8.834058762,3,62,19.26115847,3,1,,,,,,,
128,1,2,3840,20.04884076,195066,31837905,3.6484375,6,160,31.86385298,4,66,34.24973679,3,61,10.6090064,3,57,53.634444,1,1,,,,
128,1,2,5120,27.19431233,6109529,7438927474,4.454799891,6,140,31.0678575,4,76,20.5104425,3,61,23.86651087,3,45,52.05890179,1,1,,,,
128,1,2,6400,35.95038652,300121879,2.241E+14,5.651729107,5,138,17.92176819,4,75,35.42061257,3,53,18.86885238,3,1,,,,,,,
128,1,3,1280,7.104002237,811035,237353007,4.01876688,6,120,15.55593324,4,86,34.58696032,3,1,,,,,,,,,,
128,1,3,2560,15.36415696,7.10039E+11,2.73755E+17,7.660495758,6,136,26.68949723,4,56,21.3171382,4,61,10.78813744,4,54,69.21522737,1,1,,,,
128,1,3,3840,23.11498117,3.12419E+16,4.79282E+16,47.04408503,6,111,29.20496798,3,71,23.53125715,4,58,20.66978526,3,61,62.00525308,1,1,,,,
128,1,3,5120,31.0962224,2.05969E+23,2.00593E+42,65.06028724,6,128,16.96628761,5,82,42.94621515,3,1,,,,,,,,,,
128,1,3,6400,39.00223303,4.10196E+28,7.22828E+53,82.09196043,5,121,25.93104577,4,69,23.37023902,3,56,15.9102037,4,1,,,,,,,
128,1,4,1280,8.067955017,4.04292E+11,2.72646E+16,8.289745808,5,117,19.27368236,4,78,19.52406311,4,72,26.32930875,4,47,53.24132133,1,1,,,,
128,1,4,2560,16.78569484,7.7481E+23,7.25166E+42,70.99998689,6,135,33.26977444,4,54,10.20238256,3,60,18.14312959,3,1,,,,,,,
128,1,4,3840,24.81719279,1.83194E+37,5.11022E+68,109.5592306,6,108,21.00606012,4,77,22.0241816,4,51,15.69116116,3,56,54.68585372,1,1,,,,
128,1,4,5120,33.59318519,1.27759E+48,1.1266E+91,147.6864762,7,125,28.72676349,4,66,18.59210801,3,65,12.13426042,3,52,56.09577608,1,1,,,,
128,1,4,6400,41.87674499,7.17014E+60,2.0963E+116,189.1257594,5,130,19.71049261,4,84,30.84050226,4,58,12.29956245,3,1,,,,,,,
256,1,2,2560,38.29113317,41,8,7.14365983,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,93.3212862,1772,8387,182.5407383,83,8387,651.1199605,36,8387,640.6086318,28,4901,770.6473887,25,3266,1534.486775,15,1563,4099.699405,11,864, 
256,1,2,7680,164.2507949,294961,438715936,717.8769636,75,38654,472.7634475,46,11769,596.4214613,28,4837,693.2298656,23,3578,1783.767434,14,1706,4015.26525,11,858, 
256,1,2,10240,218.6199903,9179907,45756279568,1763.415699,68,32228,709.1115003,34,8023,554.7498226,28,4961,617.9725151,22,3644,1414.615711,15,1771,4178.035985,11,920, 
256,1,2,12800,288.5229414,190880469,2.78291E+13,2402.795926,81,45067,969.0460155,31,8232,484.1007013,28,5539,499.2209311,24,4208,1689.232672,16,1689,3478.374477,11,885, 
256,1,3,2560,55.74246836,587427,6526517,1036.929256,79,34012,668.8261425,35,5956,518.7679813,29,6066,865.3756018,21,3628,1421.627217,13,1589,2928.775029,12,837, 
256,1,3,5120,122.3787749,1.03348E+12,3.96609E+15,4242.976142,101,54256,646.3631811,39,8824,783.2326422,26,5513,471.4450333,24,3739,1435.098779,14,1554,4715.359237,11,875, 
256,1,3,7680,189.4419141,1.11247E+18,3.1286E+16,1339.429006,78,36908,541.8591392,39,10711,479.9761052,28,6040,739.3336937,22,3684,1609.756565,14,1466,3105.880101,11,877, 
256,1,3,10240,256.9252846,1.1311E+23,8.02558E+41,1928.966316,77,30230,628.6439655,39,9557,550.1492522,28,5916,670.439642,22,3919,1353.216259,15,1813,4902.114326,10,869, 
256,1,3,12800,327.6851585,9.09949E+28,2.72491E+52,2473.705745,69,32482,567.4702339,41,10051,671.617404,28,4933,581.9535935,21,3707,1703.273696,14,1393,4820.983595,11,853, 
256,1,4,2560,66.79694271,1.5271E+12,6.43539E+16,5135.592617,77,33547,650.1932528,33,8203,547.4235282,25,5237,708.6554618,23,3136,1311.398926,16,1246,4228.673127,12,875, 
256,1,4,5120,135.0224977,9.2947E+24,1.50056E+45,2135.810225,68,26209,691.3234601,35,8978,411.6805577,28,5563,675.2982481,24,4187,1575.218773,14,1492,3683.195645,10,904, 
256,1,4,7680,205.879251,1.88359E+37,7.68507E+69,3998.459754,75,34770,553.8123865,41,11727,624.9140754,27,4833,501.5437899,23,3556,1441.843843,16,1689,4786.584738,12,845, 
256,1,4,10240,286.0465987,3.69304E+49,5.23225E+93,5040.342476,87,26883,696.3318746,38,9313,955.9568756,26,4612,287.0349913,24,3637,1583.774456,15,1515,3993.865483,12,979, 
256,1,4,12800,357.6720705,4.89967E+61,2.5043E+117,7166.324398,83,31818,681.1971519,39,9053,581.5764587,26,4661,667.43629,22,3466,1871.493988,14,1523,3280.216875,13,969, 
128,1,2,1280,5.447745562,27,13,1.400834084,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.57167029,2628,86548,2.478567123,5,119,21.57065463,4,79,29.31652045,3,55,8.826179504,3,54,53.63895297,1,1,,,,
128,1,2,3840,20.39897633,131251,450749911,3.52297163,6,121,19.1300385,4,78,30.37573624,3,57,16.87165928,4,49,54.89294291,1,1,,,,
128,1,2,5120,27.07650304,7976905,95367551552,4.52758193,5,124,29.04525065,4,72,30.51746559,4,1,,,,,,,,,,
128,1,2,6400,34.76858497,782277108,6.14518E+14,5.594928503,7,168,17.53837013,4,101,38.25070691,4,53,20.86966991,3,39,48.13047695,1,1,,,,
128,1,3,1280,7.044677258,197663,137447947,3.919261456,5,141,16.75329614,4,69,26.46731591,3,54,7.10848403,3,63,66.07447457,1,1,,,,
128,1,3,2560,15.01086974,1.31296E+11,1.25544E+17,7.517849684,6,157,26.20327044,4,70,30.28365469,3,55,12.8171947,3,52,65.85953593,1,1,,,,
128,1,3,3840,22.76652956,1.04865E+17,3.48324E+16,48.19123554,6,130,23.52731681,4,76,37.2820859,3,54,7.549216747,4,48,56.17239046,1,1,,,,
128,1,3,5120,31.14517236,1.27498E+23,5.28511E+42,64.83305788,6,166,20.28413701,4,81,31.44831085,4,55,24.81169105,3,1,,,,,,,
128,1,3,6400,38.75083137,7.84265E+28,1.14591E+54,81.95543337,5,126,20.52110815,4,83,14.42526913,4,77,24.03224301,3,53,51.4972024,1,1,,,,
128,1,4,1280,8.116477489,2.99105E+12,1.92093E+17,8.24063921,6,150,26.88713622,5,67,23.81992388,3,58,14.89528251,3,53,55.64966893,1,1,,,,
128,1,4,2560,16.47814894,6.18045E+23,3.64543E+43,70.49728823,6,185,27.50642371,4,79,17.37645936,3,71,4.434972286,3,70,74.35852194,1,1,,,,
128,1,4,3840,25.32421541,2.84092E+35,5.56167E+66,109.5110884,5,132,24.22875214,4,87,35.366153,3,51,3.010516405,3,51,57.81641698,1,1,,,,
128,1,4,5120,33.57913184,6.38577E+48,4.30483E+90,147.6354032,7,153,34.02221704,5,66,23.16265345,3,1,,,,,,,,,,
128,1,4,6400,42.66240859,1.25983E+61,3.7724E+117,187.3253424,6,124,23.22501373,4,82,18.1280551,3,63,18.43804622,3,43,64.54325891,1,1,,,,
256,1,2,2560,42.16516113,47,10,7.22048521,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,94.13221836,2492,94055,160.4105949,90,40282,916.6042113,39,8229,770.2852311,28,4916,503.5597248,22,3496,1667.242294,15,1609,3247.846442,12,919, 
256,1,2,7680,168.1982911,113803,32698477,724.324481,84,37622,777.8652828,35,8036,731.6459074,26,4500,883.2844377,21,2722,1441.328467,13,1170,3932.501431,13,801, 
256,1,2,10240,216.7319894,7658074,17608460987,1746.039236,82,45409,612.5480433,34,9025,654.6156423,29,5442,932.0195732,21,3410,1630.386585,15,1370,3176.630051,11,946, 
256,1,2,12800,286.4393077,293241053,2.3525E+14,2533.027756,83,42332,671.739373,35,8849,775.486696,25,4512,574.9228396,25,3303,1799.444733,14,1583,2725.336562,12,841, 
256,1,3,2560,55.82513404,971421,419502469,1110.879379,74,41316,753.9964991,33,6921,610.9670053,28,4970,808.564652,20,3729,1858.211301,13,1400,3667.778969,11,745, 
256,1,3,5120,126.1717267,5.49722E+11,5.28853E+16,4155.582318,74,44289,740.876369,40,8494,805.9079609,25,5043,435.3266037,21,3738,1817.052785,15,1563,3065.259613,12,958, 
256,1,3,7680,189.9055972,2.79079E+17,2.99336E+17,1445.964326,72,38771,781.8802915,30,7760,553.743315,28,5401,551.8712082,24,3419,1621.704971,16,1725,5015.094476,12,802, 
256,1,3,10240,258.8851891,5.49783E+23,1.8158E+43,1929.906046,114,64203,892.2384844,32,8710,709.6065617,25,5097,523.3535423,21,3295,1213.403956,13,1806,4655.201494,11,770, 
256,1,3,12800,327.8494945,1.7699E+29,1.02222E+55,2511.223747,87,45291,615.8430068,41,12324,1032.403617,24,4535,515.9601657,24,3059,1977.848869,13,1441,5482.815975,11,768, 
256,1,4,2560,66.45197916,2.19142E+12,9.10946E+16,4922.144975,73,33303,797.2575312,37,8939,658.8236125,26,4906,568.5680773,22,3176,1667.245272,15,1322,4098.976568,10,907, 
256,1,4,5120,131.9850721,1.10042E+26,9.38348E+45,2126.958861,70,31370,640.5943716,33,9510,989.4974065,24,4884,619.277739,22,3768,1426.874406,15,1787,4831.003317,10,891, 
256,1,4,7680,207.0165806,1.23058E+37,1.04034E+70,3691.014334,91,42863,541.8709981,44,10307,903.3894258,28,5486,762.3195579,23,3397,1815.920407,14,1357,4496.786768,10,786, 
256,1,4,10240,277.6995864,2.03181E+50,1.00082E+91,4807.542701,78,41983,649.1305864,38,11697,697.3550215,32,5226,659.8509474,22,3722,1512.084633,17,1739,3478.242831,11,821, 
256,1,4,12800,367.2963991,8.62964E+62,2.1517E+119,6483.912349,102,57585,746.6040134,36,9742,827.6401119,25,4481,362.4974127,24,4281,1900.537808,14,1480,3939.343657,11,850, 
128,1,2,1280,5.50127244,36,1,1.399837971,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.59529042,1797,30611,2.50979495,5,118,17.28665137,4,85,16.008255,4,64,22.23737907,3,48,48.65997195,1,1,,,,
128,1,2,3840,20.22934961,80409,64643225,3.600419998,5,137,29.13443518,4,73,28.13461256,4,49,9.351671696,3,60,66.38924122,1,1,,,,
128,1,2,5120,27.074054,7120361,1.10474E+11,4.498541117,5,124,30.15175533,4,69,19.31009579,4,63,31.32791185,3,42,53.12306857,1,1,,,,
128,1,2,6400,35.25354886,327950566,3.03003E+14,5.611428022,6,151,25.49407005,4,69,19.78338432,3,66,25.287673,3,54,55.46718001,1,1,,,,
128,1,3,1280,7.081153631,586582,42885869,4.149582624,6,132,25.46279931,4,62,28.38503098,3,57,18.57382154,4,48,56.48071885,1,1,,,,
128,1,3,2560,15.31340575,1.33498E+11,4.87769E+17,7.659001589,7,174,16.98845887,4,75,28.43353152,4,58,21.16524386,3,52,63.09239888,1,1,,,,
128,1,3,3840,22.91923404,4.14123E+17,1.76868E+17,47.83768606,6,124,21.29048061,4,79,23.19695449,4,1,,,,,,,,,,
128,1,3,5120,31.60765934,3.7575E+22,1.18531E+41,64.55269265,5,122,26.36591983,4,61,11.08763146,3,71,23.14552784,3,47,63.97382212,1,1,,,,
128,1,3,6400,38.99517608,2.14178E+28,1.54249E+52,82.80375814,5,120,22.91556334,4,77,16.26153255,4,58,32.30124497,3,52,57.48959827,1,1,,,,
128,1,4,1280,8.073589563,4.24781E+12,6.21852E+16,8.405455112,6,157,19.12143207,4,68,18.78709364,4,71,35.40215707,3,1,,,,,,,
128,1,4,2560,16.57074499,1.27535E+23,2.14263E+42,70.78131437,6,157,28.88436222,4,84,23.13450599,4,44,19.81765366,3,44,62.54338884,1,1,,,,
128,1,4,3840,24.91791296,6.21407E+36,4.7965E+68,111.3547995,5,128,22.22758532,4,61,27.28352118,4,58,17.16584444,3,56,60.51375508,1,1,,,,
128,1,4,5120,33.67747283,1.02902E+48,8.39084E+91,148.0812619,5,142,27.99528551,4,1,,,,,,,,,,,,,
128,1,4,6400,43.02093267,1.1821E+60,6.0635E+112,190.0238249,5,161,22.3325901,4,66,18.56672668,4,66,24.82345462,3,51,56.49183798,1,1,,,,
256,1,2,2560,40.0960815,70,12,7.231460094,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,95.91848803,3485,64056,198.2330487,81,30712,639.639529,39,9350,470.738863,29,5701,522.8678491,24,4400,1522.3538,18,1519,3981.744394,10,923, 
256,1,2,7680,164.8299124,117179,285289612,658.9653678,79,32690,821.4871793,33,6684,534.7064316,29,5592,523.0947211,25,4219,1610.002796,15,1757,4370.314823,11,877, 
256,1,2,10240,220.1018488,7225204,2.11852E+11,1833.562808,65,30792,559.0600286,41,10235,931.7411797,27,5309,104.8099329,28,4841,1711.754845,15,1329,3443.545762,12,946, 
256,1,2,12800,286.6135466,227449016,6.90997E+14,2422.676434,96,56767,777.9869635,34,8934,623.6308155,26,4847,490.089344,22,3279,1819.0884,14,1540,3128.947825,11,911, 
256,1,3,2560,55.67861342,508288,74575160,977.5388279,91,55481,686.5381038,31,8302,921.5978348,25,3957,471.9814489,21,3552,1888.810224,13,1318,2684.485415,10,861, 
256,1,3,5120,121.6553774,6.8447E+11,2.33432E+17,3962.684009,79,44035,603.0190082,39,9497,912.1783564,28,4860,444.5741251,23,3801,1845.468133,15,1330,3093.314887,12,927, 
256,1,3,7680,186.5007119,1.81062E+17,2.77995E+16,1331.716884,69,32324,583.225008,39,10636,807.6627226,24,5479,465.5151718,25,3648,1711.918662,17,1623,3835.06522,10,879, 
256,1,3,10240,250.7401972,2.19104E+23,4.91177E+42,1916.941049,64,31167,606.5299711,37,8988,526.5542979,27,6451,526.0119689,24,3905,1387.465509,16,1703,3881.461511,11,853, 
256,1,3,12800,314.2338498,8.1159E+28,1.86903E+54,2616.042838,74,38943,558.6451967,39,11734,789.8365879,28,4953,722.1042244,20,3866,1512.833105,15,1187,4176.423283,11,817, 
256,1,4,2560,64.83903003,7.46185E+12,2.60779E+15,5164.945553,97,42347,682.9385502,36,9405,720.5705588,26,5239,503.5853233,23,4154,1578.290454,13,1424,3722.765252,10,880, 
256,1,4,5120,132.6333294,2.25202E+25,7.0502E+45,2168.565747,79,42227,743.5211759,33,9072,433.702318,27,6312,897.4108186,22,3497,1282.363021,16,1479,4634.407123,11,784, 
256,1,4,7680,208.7282124,1.87838E+38,1.74999E+71,4199.230489,91,51037,606.443965,40,9699,813.6848426,24,4969,925.9394567,21,3625,1674.276627,16,1716,4643.27668,12,773, 
256,1,4,10240,278.9399419,1.32427E+49,2.80816E+93,5185.475748,95,63232,668.6807027,40,11524,870.995961,28,5373,358.4878061,21,3561,1706.936215,15,1600,4669.01258,12,784, 
256,1,4,12800,355.8750012,3.32413E+63,4.51E+120,7215.686593,72,38487,694.5948992,34,9383,835.2760596,25,4789,701.3019788,21,3369,1915.793394,14,1317,2892.440881,11,961, 
128,1,2,1280,5.32700181,37,8,1.379397869,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.63095737,3090,45819,2.604691505,5,112,17.97218609,4,73,24.68490863,4,50,26.43744445,3,44,53.18657255,1,1,,,,
128,1,2,3840,20.57677197,78162,41709830,3.519880056,6,144,25.14140558,4,80,16.10083747,4,59,12.36836886,4,48,61.3028717,1,1,,,,
128,1,2,5120,27.32423997,6759589,3.48522E+11,4.490556955,6,124,22.01774502,4,77,24.82245016,4,61,26.37319064,3,51,57.2349875,1,1,,,,
128,1,2,6400,35.39686298,171277457,9.17396E+14,5.674102306,5,106,22.64873552,4,71,27.55739045,3,56,19.09088206,3,43,59.83197141,1,1,,,,
128,1,3,1280,7.188913822,546833,44744852,3.941837311,5,127,17.62522292,4,85,29.13942647,3,1,,,,,,,,,,
128,1,3,2560,15.14385509,88099134283,6.73644E+16,7.654181719,5,101,21.31903434,4,82,39.23945189,3,55,12.70668125,3,43,52.86512828,1,1,,,,
128,1,3,3840,22.85511923,5.16672E+17,2.11958E+17,48.09380507,5,132,14.95353222,4,82,22.91441941,3,62,32.61549449,3,50,53.37499332,1,1,,,,
