n, b, d, L, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t10, max10, lsq10, t20, max20, lsq20 ,
128,1,4,2560,16.73549795,9.39033E+23,1.59073E+43,70.51567173,5,127,18.87983155,4,87,26.72879791,4,55,20.20191145,3,53,55.74761844,1,1,,,,
128,1,4,3840,25.31217909,2.80657E+36,1.85501E+65,108.2340908,6,120,15.78608871,4,83,20.93029857,3,63,31.53039169,3,1,,,,,,,
128,1,4,5120,33.35162115,1.0931E+49,2.59426E+92,146.6491838,6,158,28.31373811,4,69,25.90521741,3,56,27.23613143,3,56,55.77402067,1,1,,,,
128,1,4,6400,42.27666855,2.43399E+59,8.0005E+112,187.683516,5,124,29.05632401,4,72,36.0930028,3,55,6.614688873,3,54,67.64563799,1,1,,,,
256,1,2,2560,40.12883234,39,8,7.083311319,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,93.66641951,2001,48007,170.1821754,88,29247,613.4661891,37,8743,449.6490242,27,5132,976.570997,21,3376,1539.711472,13,1569,2162.129795,12,866, 
256,1,2,7680,160.7148011,68600,23642390,683.6497495,78,42359,581.3645508,39,9189,724.0260346,30,5083,330.9464557,23,3436,1864.292278,13,1529,3431.645176,11,853, 
256,1,2,10240,221.5041432,5681234,28829917173,1692.734679,93,58329,670.7233732,39,10126,630.2832246,28,6529,836.9444468,22,3553,1399.816336,14,1633,4026.76875,10,840, 
256,1,2,12800,281.8295519,238054313,8.43634E+13,2459.777637,76,41491,783.526787,31,7397,764.05389,26,5562,355.8324749,23,3499,1736.771868,14,1667,3088.481282,12,902, 
256,1,3,2560,56.50573492,369126,244631051,999.6464014,101,53910,725.0292094,39,11307,560.0646484,27,4839,511.3809481,23,3713,1488.894555,15,1533,3525.152054,11,885, 
256,1,3,5120,123.7501502,2.99598E+12,1.83462E+17,4301.896181,78,38054,724.0068774,32,9490,736.7010112,22,4429,742.9172628,21,3295,1440.04536,15,1658,4042.762187,12,845, 
256,1,3,7680,183.9020562,1.51749E+17,1.65339E+17,1291.492232,73,32510,844.9499102,34,7641,526.7697232,28,5479,486.1302826,24,3169,1649.283938,15,1510,3435.149664,11,894, 
256,1,3,10240,258.7002556,2.19029E+23,9.02243E+42,1863.934091,81,31009,780.2723422,35,8758,991.8764687,27,4517,580.474133,25,3338,1379.182139,14,1344,4342.993999,11,905, 
256,1,3,12800,318.2965984,1.39428E+29,1.18894E+54,2407.451789,81,38780,592.6210957,39,11245,935.3175652,24,4396,724.195354,20,3918,1608.621925,14,1757,4158.248164,12,686, 
256,1,4,2560,63.87751722,3.87246E+12,1.09428E+17,5330.13225,77,31106,613.7596214,36,10605,636.0983307,28,5075,792.2808523,23,3476,1602.740722,15,1603,3351.904098,11,903, 
256,1,4,5120,132.8357992,4.55072E+24,7.28711E+43,2098.27905,82,51753,664.5932786,37,7595,449.7750328,26,6113,716.0496287,21,3658,1383.735073,16,1690,4103.611589,10,790, 
256,1,4,7680,199.9443107,3.21811E+36,5.8037E+68,3968.868837,84,39970,906.0230861,33,8077,682.7575281,29,5766,614.2750018,21,2817,1632.387429,14,1400,4493.543766,11,881, 
256,1,4,10240,278.9155409,1.14601E+50,2.00957E+94,5453.181042,79,40040,518.7841592,37,11610,762.9648826,25,4865,735.4142902,25,3863,1471.920515,14,1707,3659.023253,11,962, 
256,1,4,12800,354.1825168,1.51748E+62,1.389E+119,7601.08437,89,49878,865.7207646,36,7182,620.0636296,26,4908,463.6357419,23,3128,1775.778171,15,1775,3840.361693,11,862, 
128,1,2,1280,5.432772636,37,3,1.346552372,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.27553153,3272,3374,2.492933512,6,126,23.98559403,4,79,10.87235928,3,73,36.92988515,3,1,,,,,,,
128,1,2,3840,20.05240011,193972,120796844,3.455304623,5,149,15.86928916,4,98,42.57423902,3,62,10.7310977,4,50,61.1330483,1,1,,,,
128,1,2,5120,27.20263076,5408949,72730566806,4.743659496,5,80,9.785091639,4,96,29.20475173,3,54,25.20766139,3,51,45.66141629,1,1,,,,
128,1,2,6400,35.14683509,237773261,2.56743E+13,5.508905172,6,156,22.81177402,5,73,28.22238374,4,56,15.38119674,3,51,56.76774883,1,1,,,,
128,1,3,1280,7.000828028,401642,234236408,3.872085333,6,169,18.8078742,5,78,15.96620393,4,76,27.10292864,4,53,62.87802172,1,1,,,,
128,1,3,2560,15.20340466,2.73315E+11,3.63354E+16,7.548961401,5,146,19.35240984,4,83,35.04218364,3,61,19.63807988,3,52,60.35957599,1,1,,,,
128,1,3,3840,22.98214221,7.19657E+17,1.37202E+17,47.25189829,5,152,11.8843503,4,100,25.81843281,4,71,23.29000473,3,54,57.07351232,1,1,,,,
128,1,3,5120,30.77557063,3.75162E+22,2.19265E+40,64.32515097,5,118,13.88501096,4,98,21.77907825,4,69,30.87703681,3,57,55.71949053,1,1,,,,
128,1,3,6400,38.71751118,6.19475E+26,1.97336E+50,82.13279343,6,149,30.18225932,4,70,28.11015582,3,60,13.84883213,3,48,47.9733665,1,1,,,,
128,1,4,1280,8.077553511,2.0061E+12,3.63772E+16,8.275918961,6,114,12.3715694,4,89,39.17610288,4,53,9.17704463,3,48,55.63461399,1,1,,,,
128,1,4,2560,16.6518445,1.71956E+24,4.17969E+44,70.52285266,6,133,26.39216256,4,72,17.24313807,3,56,23.1820457,3,55,55.49895358,1,1,,,,
128,1,4,3840,24.88728619,2.33706E+35,8.80966E+63,109.6731067,5,151,31.18810415,4,73,31.25783563,4,56,9.001038551,3,51,46.51458001,1,1,,,,
128,1,4,5120,33.04687476,3.27569E+48,7.66643E+90,148.2769115,5,116,25.97351503,4,88,36.2665484,3,52,2.734444618,3,46,55.39101219,1,1,,,,
128,1,4,6400,41.77967739,4.19607E+60,7.8974E+114,187.3439901,5,126,31.44900894,3,64,12.29138756,4,64,20.49017835,4,55,55.48194027,1,1,,,,
256,1,2,2560,40.31191587,36,1,7.116866112,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,92.37907887,2304,739,96.15226674,127,739,520.4195812,38,739,917.0324683,25,739,577.0995407,20,739,1484.507293,14,739,3494.986155,11,739, 
256,1,2,7680,163.27209,237524,151800945,675.9910147,87,53574,849.5896511,37,7352,605.2884693,32,4781,431.1716595,22,4129,1828.892778,15,1577,3473.239984,11,865, 
256,1,2,10240,217.6210544,4636928,29247641378,1825.232036,86,28643,775.9360702,38,9911,728.9880114,28,5931,453.6345162,22,3885,1565.565785,14,1750,2905.91517,12,915, 
256,1,2,12800,294.1054499,292907607,4.13382E+14,2471.233653,119,60608,811.0662441,36,7824,576.852098,30,5501,755.9524968,21,3530,1448.443386,15,1622,4076.827848,11,923, 
256,1,3,2560,55.54399538,543480,218463484,1061.904027,79,35866,694.8342412,35,7667,1014.260258,26,4616,494.0035255,21,3465,1306.698014,14,1766,4228.557556,11,875, 
256,1,3,5120,122.6813185,3.66481E+11,6.68716E+16,4108.766275,76,42255,546.8360159,36,8783,906.9994974,26,5335,368.4502878,25,4486,1911.329439,14,1435,3217.658073,10,983, 
256,1,3,7680,183.4561799,9.7201E+16,1.59888E+17,1299.520202,80,43710,808.0261998,35,7393,769.8653178,25,4601,498.007776,24,3637,1390.204995,16,1374,4590.513408,12,856, 
256,1,3,10240,254.6017647,2.32269E+23,3.03049E+41,1922.005846,85,54099,827.3497887,34,8648,557.9701722,27,5805,426.2767477,22,4280,1764.1314,16,1535,3008.48431,11,863, 
256,1,3,12800,314.9484835,1.46694E+28,2.23539E+52,2546.789604,80,43823,741.2504234,33,7262,776.6402957,28,4783,556.1785145,21,3485,1526.478456,14,1707,3714.800804,10,885, 
256,1,4,2560,64.09010768,1.98491E+12,2.10919E+16,4943.820104,80,39441,723.8966966,35,8631,732.2602446,27,4281,356.1351864,22,4354,1631.981976,14,1311,3059.97375,11,901, 
256,1,4,5120,131.8353326,1.29683E+25,3.16121E+45,2163.578199,79,41193,699.1562066,35,8335,768.4283407,27,4020,521.1939554,24,3444,1551.281279,13,1647,3877.527138,11,791, 
256,1,4,7680,203.1475201,3.91162E+37,1.87832E+70,4172.12855,69,35364,729.1983275,31,9720,714.6114051,33,5616,417.0885613,23,4102,1974.430949,14,1582,3126.991292,11,918, 
256,1,4,10240,267.3580215,1.58187E+48,3.66521E+91,5203.95997,79,49261,424.1342812,42,12579,954.1177382,27,4987,875.9276683,21,3542,1543.209755,13,1731,3687.261798,11,789, 
256,1,4,12800,337.8494465,2.79775E+62,1.4977E+120,7001.508911,73,35146,726.0783844,36,9020,972.2870758,24,4655,460.1656756,23,3491,1711.396547,14,1705,2717.677683,13,950, 
128,1,2,1280,5.848856926,48,31,1.426211119,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.59572363,1790,8767,2.473616838,6,148,21.80287027,4,80,30.59581089,4,61,9.546964169,3,50,62.23096299,1,1,,,,
128,1,2,3840,20.59392476,154683,130769264,3.461302519,5,122,22.18116164,4,73,28.85766649,4,60,24.58850241,3,58,53.98213911,1,1,,,,
128,1,2,5120,27.73560619,3985821,44730641060,4.622429609,5,137,18.95275474,4,88,22.45228243,4,73,28.99573851,3,1,,,,,,,
128,1,2,6400,35.81628895,372600459,4.96799E+14,5.625051498,5,131,17.85220385,5,68,25.48876667,3,58,23.05178666,4,44,54.52775073,1,1,,,,
128,1,3,1280,7.21915102,353210,167140626,3.886671305,6,113,20.39477825,5,85,26.65940332,4,61,14.24770474,3,48,58.77708077,1,1,,,,
128,1,3,2560,15.99299049,3.4248E+11,6.79088E+17,7.52075243,5,165,26.24046707,4,61,18.77796721,4,61,37.736341,3,48,48.11749983,1,1,,,,
128,1,3,3840,23.3358922,1.1483E+17,5.53113E+17,47.13978267,8,211,23.63755178,4,81,27.26338577,3,60,17.36645055,3,55,58.20609617,1,1,,,,
128,1,3,5120,31.65660048,3.45347E+22,1.94605E+40,64.96077633,6,136,24.52745104,4,70,26.15792537,3,58,4.284447908,3,58,55.73525143,1,1,,,,
128,1,3,6400,39.41193247,1.31053E+29,1.17485E+53,82.95842552,6,149,19.91221571,4,74,28.30628157,3,1,,,,,,,,,,
128,1,4,1280,8.186415195,1.49218E+12,3.86382E+17,8.121618509,5,122,14.05445457,4,101,47.03961205,3,55,5.996246576,3,55,67.72950506,1,1,,,,
128,1,4,2560,16.71274972,1.89862E+23,1.17406E+40,70.34634852,7,147,24.73579454,4,69,32.50073099,3,1,,,,,,,,,,
128,1,4,3840,25.43123555,4.87017E+36,1.06519E+68,109.7988591,5,147,27.38394618,4,82,21.8064425,3,67,23.04014492,4,56,61.08510303,1,1,,,,
128,1,4,5120,33.95015335,8.79049E+47,3.40875E+90,147.5006638,5,127,24.58312631,4,86,24.78062344,4,58,27.84717584,3,1,,,,,,,
128,1,4,6400,42.89083433,1.69721E+60,2.3827E+115,191.0205464,5,109,22.05814934,4,80,37.05511642,3,57,15.27123761,3,50,59.8014257,1,1,,,,
256,1,2,2560,39.91974211,34,3,7.032390118,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,95.11749077,3131,55667,204.2260408,85,27419,587.2169681,44,9817,740.0547986,27,5115,700.8840163,25,3273,1624.76763,15,1528,4211.612678,10,917, 
256,1,2,7680,166.9866269,119068,209206949,738.0577769,71,36599,748.9700665,38,7477,753.99789,26,5027,559.6204333,22,3651,1827.63925,14,1676,3498.081455,12,821, 
256,1,2,10240,222.7505882,8353616,2.14976E+11,1639.084885,86,49494,725.7011139,39,8909,721.4352541,28,5266,690.0506153,22,3502,1743.97343,14,1447,3413.039262,11,910, 
256,1,2,12800,289.1839659,414280168,5.93085E+14,2485.875715,81,44112,683.4221406,38,10458,743.2341349,28,5299,658.8744009,22,3357,1500.153487,17,1626,3239.268691,11,976, 
256,1,3,2560,57.55136299,1327218,113239643,1024.640844,95,55870,943.7036805,35,9139,324.3285089,28,6091,644.806186,24,3681,1484.66677,14,1669,2301.281437,12,960, 
256,1,3,5120,122.5711739,3.27906E+11,1.18913E+17,4161.623544,95,54429,638.6747639,42,10693,919.9351261,28,4309,597.9068761,24,3818,1916.092078,14,1477,3913.842139,12,736, 
256,1,3,7680,192.4999826,1.65058E+17,5.48573E+16,1434.543064,83,42595,599.3293862,42,12363,962.8597727,26,4259,269.1709094,22,3554,2028.200222,13,1501,4600.70535,11,880, 
256,1,3,10240,260.2575183,5.4869E+23,9.121E+42,1954.777785,82,49562,853.6682913,33,8649,529.4775636,28,5216,748.5068026,21,3242,1531.883771,14,1580,4348.347144,11,836, 
256,1,3,12800,327.8234193,4.53867E+28,2.84293E+53,2513.684631,95,57431,742.9703317,34,9640,762.7815816,27,5420,455.7051291,22,3689,1534.169344,15,1755,3502.869456,12,870, 
256,1,4,2560,67.58880091,9.64518E+11,1.1124E+17,5164.298241,82,48058,583.1149664,34,8446,850.3248701,25,4558,559.2998028,26,4374,1819.329089,15,1761,3110.312601,11,880, 
256,1,4,5120,136.2718031,1.18935E+25,8.45244E+42,2075.118625,90,53298,537.3483071,40,10116,888.8021424,26,4093,324.5637007,25,3832,1359.891923,16,1663,3896.947616,11,869, 
256,1,4,7680,214.1599526,1.1817E+37,2.02916E+68,3926.395953,62,32006,721.6288476,38,10192,618.7067611,26,5480,734.4981415,20,3169,1324.16157,16,1778,4126.604981,11,918, 
256,1,4,10240,281.7312553,1.4007E+49,4.90567E+94,5303.392017,80,43830,801.8667104,34,8010,456.5946319,28,5768,726.5870399,23,3640,1861.324922,14,1695,4109.716982,11,887, 
256,1,4,12800,374.1153286,2.60314E+61,1.1728E+118,7056.719283,78,34951,749.6194906,35,9480,779.4608939,25,4899,345.6802766,25,4232,2056.344851,15,1269,3817.857061,11,938, 
128,1,2,1280,5.591917515,58,1,1.402301311,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.40157342,5189,422491,2.48653698,6,147,19.43751431,4,70,31.93253303,4,59,5.917237997,3,58,63.87713027,1,1,,,,
128,1,2,3840,20.31342435,308142,119210264,3.72062254,5,120,18.64136577,4,79,26.15223408,3,56,18.03075409,3,50,51.55179787,1,1,,,,
128,1,2,5120,27.56456971,6863256,3.38256E+11,4.570678949,6,163,20.98826194,4,84,25.89605951,3,53,18.15988111,4,1,,,,,,,
128,1,2,6400,35.54463243,582469596,2.4544E+15,5.725776672,5,118,26.8148818,4,64,18.67270565,3,54,21.94894981,4,58,55.89671373,1,1,,,,
128,1,3,1280,7.168920279,464193,373151201,3.932968616,5,106,20.34693789,4,64,32.78602791,4,57,12.11366582,3,1,,,,,,,
128,1,3,2560,15.40351605,2.10492E+11,3.49217E+17,7.625585794,6,161,35.70708799,4,72,14.09440947,3,61,7.819078445,3,60,60.06410623,1,1,,,,
128,1,3,3840,23.24762321,5.83626E+17,1.33743E+16,47.56423593,6,165,21.03032923,4,68,24.43933034,3,58,15.39515901,4,53,59.81435108,1,1,,,,
128,1,3,5120,31.03960037,4.03026E+22,1.29372E+42,64.03737378,6,145,20.80306625,4,89,23.46090412,4,73,29.87314677,4,52,52.67384386,1,1,,,,
128,1,3,6400,38.77418017,1.13622E+29,3.20011E+54,82.16709685,5,141,27.77149439,4,83,5.109017611,4,60,43.02156925,3,1,,,,,,,
128,1,4,1280,8.308285952,2.55463E+12,5.17858E+16,8.219871998,7,185,33.87228513,4,70,19.34203529,4,63,22.36843586,3,47,51.53613329,1,1,,,,
128,1,4,2560,16.56288052,7.02482E+23,8.29194E+42,72.06587148,6,121,37.71056986,4,71,30.42193174,3,50,4.475345373,3,47,57.92174029,1,1,,,,
128,1,4,3840,25.32351398,3.15085E+36,5.79427E+67,107.930259,5,123,17.57226443,4,71,17.55390692,4,71,24.38096523,3,1,,,,,,,
128,1,4,5120,33.79553723,7.02916E+46,2.67139E+89,148.3268931,5,119,38.69086361,4,70,8.403625011,3,73,31.81326175,3,45,54.98254514,1,1,,,,
128,1,4,6400,42.76389313,3.11939E+59,8.7748E+113,189.4022286,6,178,21.64546657,4,74,17.64428401,4,63,23.06422162,3,59,66.62862039,1,1,,,,
256,1,2,2560,39.79241633,34,21,7.163248301,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,94.89281917,1802,45881,151.7538095,98,62580,643.9763558,41,8743,687.2460542,26,5309,329.1626172,23,3847,1478.678773,15,1734,3991.016958,11,892, 
256,1,2,7680,162.4326065,93649,25312551,703.9387598,77,29368,959.3735569,34,7823,564.7779799,26,5163,530.0021791,25,3632,1907.597002,14,1717,5027.757506,10,603, 
256,1,2,10240,221.5239775,14901091,6.88357E+11,1806.720089,73,36016,675.2496715,35,9910,863.3358316,26,4300,491.7188947,23,3791,1605.35924,14,1614,4444.633505,13,784, 
256,1,2,12800,299.3616364,547184035,1.73231E+14,2513.616129,82,42453,793.8063703,36,9488,741.7975447,26,5617,544.3026426,23,4175,1837.62071,16,1456,4309.747574,11,813, 
256,1,3,2560,55.60095859,1145577,18133516,1020.339788,81,33914,744.8003514,32,8265,752.9264374,25,4862,641.620204,21,3616,1631.170667,14,1551,3759.952027,11,866, 
256,1,3,5120,124.6938894,3.46535E+11,5.83016E+15,4136.071892,80,44614,718.565022,37,9064,886.3491402,31,4927,376.032953,24,4028,1499.21225,14,1446,5909.984181,10,812, 
256,1,3,7680,182.0834334,2.07284E+17,1.1741E+17,1329.071093,76,38816,680.8538971,38,8749,650.8590326,26,4327,333.009227,24,4121,1857.631516,14,1614,4124.291255,11,740, 
256,1,3,10240,247.9429986,8.16206E+22,3.97659E+42,1839.467135,81,45191,840.9838588,38,9311,325.5670485,30,4985,643.4700048,21,3208,1865.093126,15,1550,3310.5841,11,862, 
256,1,3,12800,312.4241955,4.30765E+28,3.07508E+53,2406.57059,100,66506,581.0991063,36,9933,793.4301691,25,4668,470.0154071,21,3878,1616.528591,16,1485,2906.824625,12,1002, 
256,1,4,2560,67.91640449,2.5269E+12,1.58853E+16,4984.227789,92,48514,673.0144188,37,10332,858.192879,28,4334,476.0657711,24,3801,1216.251668,17,1949,3867.376299,10,687, 
256,1,4,5120,132.9723856,3.00591E+24,2.15931E+42,2055.740106,70,30143,695.4686155,37,8704,504.1902423,26,5652,993.3590603,21,3734,1588.850182,13,1545,3884.730391,13,727, 
256,1,4,7680,205.0655949,3.79462E+36,8.39844E+68,3682.318614,79,43396,738.5106976,33,9439,922.5312352,23,4337,759.5543995,25,3606,1551.340104,16,1719,4121.300671,12,883, 
256,1,4,10240,281.8726356,1.20058E+50,4.43747E+95,4775.884024,89,55726,809.3195724,37,8921,792.4276514,27,4756,436.7966735,23,4356,1933.312207,14,1388,3403.054002,11,794, 
256,1,4,12800,354.0058713,1.23661E+63,5.1722E+120,6596.578738,67,28011,706.3610306,34,9112,850.9518714,26,4489,413.1963251,23,3359,1641.392665,15,1541,3028.009234,11,824,
128,1,2,1280,5.604617119,52,69,1.483459473,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.44285989,3053,39726,2.427322626,6,130,24.36204147,4,71,14.28402758,3,63,25.71257377,3,41,43.02298284,1,1,,,,
128,1,2,3840,20.07993412,139574,151642312,3.589060545,6,143,20.80177069,4,72,22.78846979,3,67,20.84480309,3,1,,,,,,,
128,1,2,5120,27.06659508,5436564,2.9032E+11,4.46062994,6,133,27.4092164,4,80,12.58803821,4,65,17.64220142,4,57,51.63734198,1,1,,,,
128,1,2,6400,34.98340154,347631948,2.19817E+13,5.5018363,6,168,24.93554544,4,83,4.797485113,4,72,23.53392625,3,60,68.36267138,1,1,,,,
128,1,3,1280,7.045598984,1039426,74153999,3.890045881,7,195,31.49611473,4,80,30.18928719,3,59,20.37200475,3,1,,,,,,,
128,1,3,2560,15.13584971,2.73809E+11,3.0606E+16,7.535647392,6,149,27.50181484,4,81,24.5274291,3,64,22.32554245,3,1,,,,,,,
128,1,3,3840,22.83878279,1.38588E+17,1.77716E+17,46.96361089,6,146,31.52508926,4,72,27.58342314,3,57,0.477695942,4,57,64.72622657,1,1,,,,
128,1,3,5120,30.81517267,2.23705E+22,2.25427E+40,64.2825911,5,123,25.178725,4,62,15.17802286,4,60,19.81535339,3,44,55.20337868,1,1,,,,
128,1,3,6400,38.47669744,3.1448E+28,1.01905E+52,82.53430057,5,126,17.44287467,4,85,36.60395575,3,42,18.68093348,4,42,60.54813385,1,1,,,,
128,1,4,1280,8.033506393,1.19753E+12,6.46003E+16,8.24768424,5,116,25.57104611,4,77,9.736671686,4,68,37.87933421,3,40,46.0327661,1,1,,,,
128,1,4,2560,16.34638,4.49854E+23,9.38016E+42,70.90247655,6,140,25.00150847,4,72,19.42966461,4,65,17.42860079,4,46,63.59419227,1,1,,,,
128,1,4,3840,24.87625146,2.78445E+35,3.6392E+67,107.1733022,5,160,24.75937915,3,59,33.06967998,4,38,21.96615958,3,38,60.61897588,1,1,,,,
128,1,4,5120,33.17388368,7.89665E+48,3.80706E+92,147.1123576,6,152,24.42008638,4,81,22.16587925,4,48,16.12666798,3,48,55.28419113,1,1,,,,
128,1,4,6400,41.78231263,2.11327E+59,1.569E+115,188.1198747,5,142,22.90294695,4,64,16.40194106,3,60,9.051178455,3,60,66.15644622,1,1,,,,
256,1,2,2560,39.39534545,38,23,7.152801991,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,93.85197473,2605,8930,185.9019275,58,8930,591.486001,40,7490,705.4504981,28,5854,516.5968075,23,3520,1615.858738,14,1261,4010.685643,10,733, 
256,1,2,7680,162.6258116,96826,26657587,713.790976,81,40142,735.6976469,34,8775,453.5722506,27,5309,599.1433551,23,3844,1573.167421,14,1571,4428.849182,10,869, 
256,1,2,10240,220.5470955,7159803,1.5209E+11,1855.011739,70,27791,494.9396179,38,8845,568.9046552,32,6227,573.2692487,23,3565,1578.703441,14,1435,3262.654513,12,921, 
256,1,2,12800,282.9815221,410806675,2.16208E+14,2678.325032,79,39272,619.962029,38,10917,515.0046327,26,5657,730.2386985,23,3697,1407.689326,14,1683,3195.961437,10,977, 
256,1,3,2560,56.61085486,1626120,329973392,946.7142882,94,60367,683.5464466,42,11873,653.8139129,26,5666,673.0517797,24,4358,1761.378932,14,1641,3659.127089,11,891, 
256,1,3,5120,122.8775337,4.29372E+11,1.04823E+17,4344.180222,73,42366,858.5488226,34,8073,644.0372634,27,4640,474.7920153,24,3807,1515.064852,14,1627,4006.745505,10,842, 
256,1,3,7680,187.2706597,3.72411E+17,8.70912E+15,1378.489096,76,39057,906.9213603,37,10734,777.2201469,28,4115,405.5601318,25,3544,1704.295658,14,1499,1393.30004,13,1100, 
256,1,3,10240,251.7448146,1.38293E+23,3.64229E+42,1800.123758,69,40050,512.9972079,42,10414,353.3411458,29,6730,809.4111607,22,3754,1435.834265,14,1583,3189.034041,11,780, 
256,1,3,12800,311.6379168,8.75443E+28,1.27163E+54,2380.61388,72,45504,631.8721066,36,9448,707.1047094,25,4572,591.8528748,22,3912,1677.058637,15,1415,3123.723034,11,915, 
256,1,4,2560,63.68639588,1.21417E+12,4.77931E+15,4918.253822,67,35615,710.760705,38,6483,509.1136069,32,5266,459.9435973,24,4176,2005.251649,14,1487,4207.300855,11,881, 
256,1,4,5120,130.9882278,2.16836E+25,1.07429E+45,2137.444828,76,34618,833.2930622,33,8409,612.4369717,25,5243,497.9638381,22,3505,2325.308672,15,1433,2848.186633,11,902, 
256,1,4,7680,205.0785675,1.58708E+38,2.51114E+71,3753.923717,72,38902,825.1819565,34,9729,503.3717771,26,6014,702.6933491,23,4271,1967.569226,14,1494,2477.677958,13,982, 
256,1,4,10240,271.8701956,6.05311E+49,1.61763E+94,4868.825661,67,23485,571.6150537,37,10028,619.5454254,30,5116,532.6005981,21,4277,1759.004698,13,1368,4643.075544,12,939, 
256,1,4,12800,347.5038574,4.23529E+60,2.0178E+116,6935.369339,69,33358,738.2777226,33,9361,738.2212932,27,4932,448.3727369,25,3948,1570.52095,15,1724,5832.81992,10,758, 
128,1,2,1280,5.428033113,49,24,1.417580605,1,1,,,,,,,,,,,,,,,,
128,1,2,2560,12.46421885,2056,38371,2.546453476,5,121,20.48131227,4,68,36.37423444,4,62,7.422509909,3,50,57.35753036,1,1,,,,
128,1,2,3840,20.2467382,132019,44826869,3.569622278,7,130,17.10723948,5,102,25.17471457,3,50,30.23320651,3,47,62.9554553,1,1,,,,
128,1,2,5120,27.69972897,11521598,1.02468E+11,4.634666681,5,152,26.07685542,4,70,11.27486348,4,54,19.59024119,4,58,64.61798,1,1,,,,
128,1,2,6400,35.69888234,584334968,1.89429E+15,5.597256184,5,158,27.22578812,4,73,18.14736485,3,59,26.60853553,3,45,57.4821279,1,1,,,,
128,1,3,1280,7.285708666,192477,65844505,3.933804035,7,183,26.37542868,4,75,27.63478112,3,56,17.27184534,3,1,,,,,,,
128,1,3,2560,15.46179533,3.70007E+11,6.04505E+14,7.508851528,5,116,33.84458995,3,79,11.53598666,3,66,36.91365671,3,1,,,,,,,
128,1,3,3840,22.89637208,1.9313E+17,6.70696E+17,47.95911837,5,152,24.45740271,4,70,18.5096736,3,60,35.35064793,3,1,,,,,,,
128,1,3,5120,31.08527946,2.26366E+23,2.57269E+42,64.31800103,5,143,26.1826973,4,73,13.26301265,4,55,19.34218788,3,1,,,,,,,
128,1,3,6400,38.91046262,3.80896E+28,7.06253E+51,81.79440856,6,188,40.77143168,4,67,19.47963357,3,53,14.21072483,3,56,55.68137312,1,1,,,,
128,1,4,1280,8.036256313,3.88031E+11,9.2129E+15,8.223853111,6,141,29.59153104,4,69,22.15233874,3,1,,,,,,,,,,
128,1,4,2560,16.52275777,4.17102E+24,1.94963E+44,71.92705774,6,156,36.85775161,4,67,18.97477055,3,53,13.66568708,3,52,61.03927493,1,1,,,,
128,1,4,3840,25.0401895,4.72095E+35,2.58438E+65,108.8888867,4,90,12.31846309,4,88,32.68394375,3,49,23.99380922,4,49,52.25324583,1,1,,,,
128,1,4,5120,33.32351589,2.9879E+47,7.70275E+91,148.9646447,5,115,23.61488843,4,73,19.00842094,3,57,15.98148727,3,53,53.44757223,1,1,,,,
128,1,4,6400,42.62868094,1.88609E+61,3.4482E+116,188.7461627,5,122,22.9148221,4,84,30.13807797,3,52,1.958533764,3,52,61.99491358,1,1,,,,
256,1,2,2560,39.31741619,40,4,7.230564356,1,1,,,,,,,,,,,,,,,,
256,1,2,5120,95.00860786,2405,25728,209.2935362,98,9927,746.83797,36,6908,381.8966048,33,5822,831.7708862,25,3951,1564.207692,14,1720,3685.531327,11,929, 
256,1,2,7680,161.531745,191424,71633794,724.2090163,98,47571,777.6416068,34,9121,592.0112436,28,4343,481.0108447,20,3988,1756.644308,15,1278,2855.722775,12,916, 
256,1,2,10240,216.4904768,4988800,2.29225E+11,1685.069551,95,51196,792.574456,33,8738,556.5675433,29,4765,476.2047577,24,3804,1663.245351,17,1762,3072.566816,11,941, 
256,1,2,12800,283.2038739,244680967,1.72907E+14,2510.700692,81,46991,698.8944633,37,10370,686.3748925,25,5023,588.1330888,21,3613,1386.146715,16,1438,4141.536669,11,884, 
256,1,3,2560,55.2210238,1633111,737052425,1058.478273,70,27886,737.9989607,37,7883,536.0213542,35,4572,769.0772402,22,3258,1563.16303,14,1557,4339.250496,11,764, 
256,1,3,5120,124.0956674,7.34027E+11,9.35347E+16,4344.719182,81,40500,425.5218489,39,12154,887.6012545,22,4330,629.8996682,21,3811,1511.639998,15,1452,3834.936369,12,880, 
256,1,3,7680,190.5094388,3.37246E+17,1.04331E+17,1445.290701,83,46003,626.7929947,38,10138,825.7861912,26,4933,711.9673357,24,3832,1851.732754,16,1616,3786.726315,11,929, 
256,1,3,10240,254.2142775,1.98046E+23,5.09356E+41,1940.582171,112,59238,660.2432115,36,10310,842.8922219,26,4204,117.2101097,23,4204,1803.801542,14,1723,2670.219462,11,991, 
