n, s, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t6, max6, lsq6, t7, max7, lsq7, t8, max8, lsq8, t9, max9, lsq9, t10, max10, lsq10
128,1000,2.462957144,1598,14129368,10.19324183,6,121,37.80494094,4,56,10.69246364,3,1,,,,,,,,,,,,,,,,,,
128,1000,2.509207487,1615,13917579,10.23738813,6,101,11.43350744,4,77,25.18533182,4,52,24.4878664,3,45,19.85769987,3,1,,,,,,,,,,,,
128,1000,2.516560793,1528,15025736,10.08778429,6,170,28.93742228,4,69,19.8947587,3,66,7.844055653,3,57,26.01084113,3,1,,,,,,,,,,,,
128,1000,2.545273304,1749,13762124,10.10283971,5,111,19.70221615,5,82,12.98349166,4,55,33.73008847,3,39,6.181771278,3,50,14.00556612,3,42,29.27475572,3,1,,,,,,
128,1000,2.474580526,1798,13396615,10.16883421,5,135,22.08762336,4,85,26.65417886,3,61,13.45082402,3,45,24.26020932,3,1,,,,,,,,,,,,
128,1000,2.522117376,1518,14998620,10.17175865,5,130,21.43731666,4,73,30.49154949,3,58,3.211687565,3,57,36.90762472,3,1,,,,,,,,,,,,
128,1000,2.483754158,1702,13249839,10.21380305,5,136,22.95793509,4,74,19.06170106,3,64,20.3526063,3,47,11.60140395,3,48,5.282950878,3,52,30.55536962,3,1,,,,,,
128,1000,2.504158497,1602,15126697,10.28878236,6,109,30.86073446,4,72,13.13991666,3,70,26.87304401,3,1,,,,,,,,,,,,,,,
128,1000,2.535372972,1733,14347598,10.20044398,5,123,24.07367611,4,80,10.56878567,3,61,19.46535611,4,51,28.34477043,3,1,,,,,,,,,,,,
128,1000,2.48967576,1596,15102117,10.35524583,6,154,31.14280057,4,68,8.919590473,4,59,53.50299382,3,1,,,,,,,,,,,,,,,
128,1000,2.518075943,1626,14159034,10.28530741,6,172,19.51510262,5,83,24.72069693,3,58,17.19545007,3,1,,,,,,,,,,,,,,,
128,1000,2.51642561,1581,16096571,10.37315488,5,129,21.70963573,4,73,9.975964308,4,68,15.81778836,3,57,42.92421293,3,1,,,,,,,,,,,,
128,1000,2.559003592,1601,13725696,10.47416043,5,99,13.32286191,4,74,28.10308242,3,53,19.8368566,3,1,,,,,,,,,,,,,,,
128,1000,2.543611765,1884,13855057,11.42430067,6,160,24.53389645,4,74,12.66706038,4,60,21.73272157,3,52,38.83189297,3,1,,,,,,,,,,,,
128,1000,2.544259071,1640,13785385,10.20287848,6,139,27.35415077,4,73,25.34753919,3,53,21.76228762,3,53,24.97373891,3,1,,,,,,,,,,,,
128,1000,2.501529694,1513,14609406,10.15661669,5,127,28.235394,3,65,19.69725108,3,64,1.816596985,3,63,23.23972368,3,1,,,,,,,,,,,,
128,1000,2.965643883,1670,13603446,10.38210511,5,114,22.41491151,4,79,26.99793434,3,51,8.868215561,3,51,15.25976825,3,40,20.20216799,3,40,14.38268209,3,38,42.58084607,1,1,,,
128,1000,3.047049284,1790,14337771,10.34212255,5,127,31.56613755,4,88,19.52941132,3,62,9.251295328,4,64,10.36583972,3,59,38.78629565,3,1,,,,,,,,,
128,1000,2.793799162,1792,14296809,10.05009222,5,139,23.00797105,4,82,25.44056511,3,62,20.08728194,3,52,14.836689,3,41,12.44066906,3,41,56.47322726,1,1,,,,,,
128,1000,2.551356792,1487,15520583,11.74288988,6,122,25.01260185,4,81,25.40332103,4,64,27.86506343,3,45,0.346013546,3,1,,,,,,,,,,,,
128,1000,2.656821251,1515,15640348,10.1716063,6,108,20.54155278,4,71,19.73767352,4,63,10.90398407,3,61,9.259991169,3,44,37.17931962,3,1,,,,,,,,,
128,1000,2.543596268,1581,14755924,10.26483464,6,184,21.60755491,4,80,18.33891773,3,62,15.07597303,3,54,41.29776883,3,1,,,,,,,,,,,,
128,1000,2.539456844,1531,14063126,10.23345351,5,151,23.55386305,4,81,16.6672616,3,48,20.71244812,3,48,6.100971699,3,43,14.19253111,3,1,,,,,,,,,
128,1000,2.542124987,1894,13806384,11.09223342,6,144,35.73038244,4,64,17.92294765,3,1,,,,,,,,,,,,,,,,,,
128,1000,2.577600002,1505,12953325,10.20054245,5,113,20.26014733,4,78,11.18063426,5,71,28.65965891,4,58,0.867021084,3,59,25.12505364,3,47,40.84152007,1,1,,,,,,
128,1000,2.532462358,1743,14683081,10.16419411,7,187,19.14594483,4,84,23.4416275,3,66,4.195850611,4,60,24.7013576,3,45,1.185075045,3,52,59.94120622,1,1,,,,,,
128,1000,2.499268055,1695,14373806,9.994610548,6,145,21.54526901,4,74,21.67160845,3,62,31.61018109,3,46,9.359086275,3,43,15.83846688,3,1,,,,,,,,,
128,1000,2.486353397,1611,14573773,9.969197035,6,134,23.60503793,4,72,27.12272429,3,58,10.01753521,3,56,26.38307977,3,46,9.17444706,3,43,6.979662895,3,44,6.271009684,3,44,41.5392487,1,1
128,1000,2.543785572,1582,15185238,10.02874947,6,136,25.56021619,4,71,25.10896468,3,48,12.94757748,3,63,12.55618882,3,51,37.15733075,3,1,,,,,,,,,
128,1000,2.503899813,1494,14498418,10.06878781,6,131,17.65506935,4,82,19.6005981,4,67,39.11398053,3,1,,,,,,,,,,,,,,,
128,1000,2.517997026,1783,15199530,10.08445978,6,133,13.86879873,4,73,24.32751274,4,55,15.84151101,3,52,12.44035769,3,45,57.47642517,1,1,,,,,,,,,
128,1000,3.199896336,1508,15071255,10.98469567,6,121,21.76812625,4,88,27.45665574,3,53,17.53530455,4,1,,,,,,,,,,,,,,,
128,1000,2.518105507,1577,15148680,10.13944864,5,141,30.74757791,3,72,22.66718578,3,61,2.345686913,3,56,32.78363681,3,1,,,,,,,,,,,,
128,1000,2.532856703,1706,14913576,10.06542659,6,172,24.06291747,4,73,23.25846815,3,52,33.96810722,3,1,,,,,,,,,,,,,,,
128,1000,2.497755527,1666,14053738,10.09695721,6,155,33.28080153,4,81,19.68628645,3,64,20.64801455,3,50,33.8577714,3,1,,,,,,,,,,,,
128,1000,2.517537832,1712,14669491,11.48242664,6,152,26.94678569,4,63,33.63613439,3,1,,,,,,,,,,,,,,,,,,
128,1000,2.501719236,1776,15247752,10.03436399,6,202,28.32933593,4,58,5.283042431,3,52,28.79086328,3,46,16.5307765,3,50,35.71256161,2,1,,,,,,,,,
128,1000,2.551895857,1705,15715744,10.12039495,7,147,31.78390431,4,70,9.702695847,3,67,22.81418681,3,43,7.502466679,3,47,68.68446779,1,1,,,,,,,,,
128,1000,2.519964695,1727,14505265,10.14613104,6,129,18.61872339,4,85,38.26600862,4,56,8.064814806,3,53,14.40460443,3,46,17.15643859,3,38,50.15650868,1,1,,,,,,
128,1000,2.482686043,1553,14712229,10.08458686,5,131,21.35004735,4,75,27.93252993,4,54,21.17302418,3,49,17.50205421,3,45,10.46956015,3,1,,,,,,,,,
128,1000,2.492794752,1856,14221160,10.06544828,6,164,24.08174992,4,70,19.20972228,3,63,11.92731977,3,55,25.83035755,3,1,,,,,,,,,,,,
128,1000,2.496975422,1724,14155489,10.11275291,6,153,24.36606622,4,66,29.16278958,3,58,4.915334463,3,54,31.37387872,3,1,,,,,,,,,,,,
128,1000,2.534647226,1559,15390916,10.16121578,5,116,23.76436758,4,80,26.61386466,5,58,3.983099222,3,57,13.88892436,3,40,41.11518168,3,1,,,,,,,,,
128,1000,2.517166376,1539,15319656,10.10240579,6,138,30.44942808,4,64,18.8713572,3,58,16.0854516,4,47,9.72375536,3,43,2.706870079,3,47,58.94427061,1,1,,,,,,
128,1000,2.502693653,1486,14234818,10.12822461,6,132,26.61378479,4,87,11.27803206,4,70,28.69330835,3,57,19.17195821,3,1,,,,,,,,,,,,
128,1000,2.504114151,1561,15229981,11.04628515,5,103,22.6715827,4,65,24.58135819,3,56,15.33866048,3,56,23.50148416,3,1,,,,,,,,,,,,
128,1000,2.551185608,1629,14260088,10.28052354,6,145,35.48052192,4,71,20.34179378,4,50,2.244506598,3,50,20.70922828,3,1,,,,,,,,,,,,
128,1000,2.511847258,1652,13349213,10.31465793,6,164,18.21098113,4,76,27.40019536,4,60,18.30203533,3,44,2.542998552,3,48,63.64125991,1,1,,,,,,,,,
128,1000,2.52407527,1707,12977217,10.3013587,6,162,28.24208593,4,74,22.88299751,4,58,20.47973013,3,1,,,,,,,,,,,,,,,
128,1000,2.547234774,1547,14093840,10.20768571,5,129,22.19172335,5,77,11.30668807,4,63,19.10212421,3,53,19.45307398,3,50,17.42511773,3,1,,,,,,,,,
128,1000,2.529780865,1870,14662216,10.32243562,6,180,17.15681863,4,95,31.01690054,3,58,10.57812834,3,54,6.397955894,4,51,21.29530239,3,1,,,,,,,,,
128,1000,2.534182787,1649,13557758,10.28990769,6,127,33.58954644,4,72,14.3328898,4,65,9.825323343,3,1,,,,,,,,,,,,,,,
128,1000,2.533874035,1528,15488225,10.2670176,5,152,17.89981294,4,78,32.4535737,3,53,18.25401378,3,48,1.97734046,3,53,27.49855494,3,1,,,,,,,,,
128,1000,2.482891798,1642,14027453,10.27497864,6,150,18.3285954,4,77,11.08432651,3,74,31.65018201,3,57,8.354374647,3,47,0.826907873,3,51,60.11244226,1,1,,,,,,
128,1000,2.519806147,1539,13710536,10.27769375,6,175,29.08752632,4,69,16.0406251,4,65,15.06083584,3,48,15.85470033,3,37,34.45464921,2,1,,,,,,,,,
128,1000,2.534573793,1619,13423451,10.27584171,6,144,24.75625873,4,67,13.7360208,3,61,12.2940712,3,50,14.01828957,3,47,26.91684008,3,1,,,,,,,,,
128,1000,2.536123276,1696,13497704,10.31098175,6,143,28.6576004,4,62,30.55107355,4,60,25.68263173,3,1,,,,,,,,,,,,,,,
128,1000,2.511080265,1539,14103964,10.26146364,6,116,24.55485296,4,72,13.4028883,4,57,16.45414281,3,45,16.37532401,3,1,,,,,,,,,,,,
128,1000,2.490952969,1634,13289653,10.29803395,6,140,17.41898918,4,83,25.74812961,3,65,13.34538126,3,65,10.59237504,3,44,32.1856041,3,1,,,,,,,,,
128,1000,2.579291105,1595,13459236,10.31584215,5,140,22.59500575,4,75,20.91068363,3,62,21.10224342,3,39,16.17202139,3,2,43.07936692,2,1,,,,,,,,,
128,1000,2.518260002,1968,14118994,10.29992247,6,139,21.98101187,4,65,25.73002076,3,53,9.672530174,3,53,4.103819132,3,52,18.76043653,3,1,,,,,,,,,
128,1000,2.491413116,1890,14105962,10.30980229,6,124,22.31809449,4,80,24.53305006,3,61,7.004720688,3,49,1.002387762,3,59,74.51412702,1,1,,,,,,,,,
128,1000,2.535471439,1683,14717629,10.31930375,7,160,19.60243607,4,70,28.87294865,4,60,4.554632425,3,64,32.80084682,3,1,,,,,,,,,,,,
128,1000,2.480250597,1568,14985703,10.29612923,6,134,23.41444206,4,78,38.82256985,3,36,23.94613028,3,1,,,,,,,,,,,,,,,
128,1000,2.481810808,1699,15426658,10.25054169,6,163,23.54379392,4,76,27.70838118,4,62,19.88434935,4,1,,,,,,,,,,,,,,,
128,1000,2.552456141,1538,13392917,10.37835979,6,153,21.93425822,5,74,22.19108081,3,60,22.73519659,3,1,,,,,,,,,,,,,,,
128,1000,2.690707207,1484,13438803,11.55714488,5,131,27.88559675,3,66,24.15776944,4,45,29.01718092,3,1,,,,,,,,,,,,,,,
128,1000,2.460831404,1769,15459156,10.01351833,6,89,21.12482452,3,72,34.92088008,3,51,4.867033243,3,56,19.13784695,3,1,,,,,,,,,,,,
128,1000,2.827354193,1623,14830284,10.55644202,6,135,24.19592929,4,60,25.8001647,3,56,21.83785534,3,46,13.01734447,3,1,,,,,,,,,,,,
128,1000,2.465157509,1609,13738136,10.28538609,6,144,21.31566834,4,79,23.15556931,3,62,14.09891009,3,62,4.635751724,3,47,43.21501946,3,1,,,,,,,,,
128,1000,2.500511169,1679,14112581,10.23791122,5,109,30.8009119,4,75,19.03862214,4,63,4.344746351,4,46,17.10593796,3,57,30.71316028,3,1,,,,,,,,,
128,1000,2.485052824,1470,15278003,10.43971324,5,180,25.02178812,4,74,15.95490527,4,60,27.23328948,3,52,6.507804871,3,51,8.072011948,3,1,,,,,,,,,
128,1000,2.476164341,1569,15553558,11.54374671,6,136,23.48218989,5,76,23.79618979,4,64,13.67618656,3,61,10.79916263,3,1,,,,,,,,,,,,
128,1000,2.538500071,1702,15522441,10.48127031,6,170,22.31998134,4,79,17.50536036,3,63,28.06182623,3,51,5.547535419,3,47,53.64031172,1,1,,,,,,,,,
128,1000,2.638864994,1634,14994371,10.52884507,6,166,28.32230949,4,88,16.55190325,4,63,19.26335549,3,1,,,,,,,,,,,,,,,
128,1000,2.504865885,1824,14693015,10.59366703,6,131,16.70204329,4,80,28.00306368,3,61,28.51512051,3,50,19.37178683,3,1,,,,,,,,,,,,
128,1000,2.488301039,1775,14482864,10.50765538,7,131,30.03953433,4,53,9.11698842,3,63,30.72213984,3,1,,,,,,,,,,,,,,,
128,1000,2.493782043,1689,13669694,10.60813236,5,140,18.69636083,4,62,20.64313293,3,58,17.24311161,3,48,4.293614626,4,48,37.87870264,3,1,,,,,,,,,
128,1000,2.492464066,1654,13913797,10.50691152,5,149,16.10993981,5,64,29.88195753,4,55,10.28594303,3,60,28.14966559,3,1,,,,,,,,,,,,
128,1000,2.496752024,1615,14964979,10.57049942,5,147,20.89574933,4,79,17.89857292,4,67,15.21293545,3,54,28.58457804,3,1,,,,,,,,,,,,
128,1000,2.534050703,1608,12848665,10.47129536,6,162,21.75649285,4,70,22.22419786,4,66,24.26707029,3,51,7.311964512,3,43,36.35165071,3,1,,,,,,,,,
128,1000,2.482808352,1748,12277323,10.5121932,5,121,29.69288158,4,79,5.377821445,4,69,24.50317216,3,52,65.22349501,1,1,,,,,,,,,,,,
128,1000,2.438975096,1568,14122339,10.64310956,6,124,17.08316302,4,98,21.41243005,4,62,13.85224271,3,1,,,,,,,,,,,,,,,
128,1000,2.463926315,1801,12449356,10.61132789,5,125,16.77070642,4,89,17.05165696,3,75,32.18807483,3,49,12.69574594,3,46,26.0451858,3,1,,,,,,,,,
128,1000,2.496850014,1575,14477970,10.52239156,5,122,16.25955653,4,83,23.56610894,4,66,20.1861918,3,49,33.87157607,3,1,,,,,,,,,,,,
128,1000,2.47257185,1706,14412475,10.62520385,6,144,21.23654246,4,73,16.77969027,4,67,20.65945292,3,46,26.6463213,3,1,,,,,,,,,,,,
128,1000,2.481178045,1505,15051564,10.5596385,6,133,27.50440788,5,85,20.57676601,4,38,12.17619205,4,1,,,,,,,,,,,,,,,
128,1000,2.52918601,1649,13493551,10.47508597,6,132,20.56690359,4,82,17.90309477,3,60,26.50227523,3,48,19.26231694,3,1,,,,,,,,,,,,
128,1000,2.506798029,1768,14305812,10.47912121,6,147,26.17026806,5,66,23.01226044,3,56,5.300554991,3,56,25.23883533,3,1,,,,,,,,,,,,
128,1000,2.487380981,1544,14425460,10.54204845,7,164,19.15640497,4,94,22.39229369,3,63,27.65105009,3,1,,,,,,,,,,,,,,,
128,1000,2.465272665,1487,14425988,10.56789947,6,141,10.19790292,5,82,37.83076906,3,61,5.514638901,3,62,33.2991612,3,1,,,,,,,,,,,,
128,1000,2.500502586,1526,14430978,10.59849596,6,137,18.68214846,5,79,14.47503304,3,58,37.62559748,3,1,,,,,,,,,,,,,,,
128,1000,2.504960775,1586,14051999,10.59360456,6,155,18.35475802,4,74,12.88410497,4,77,15.20259857,3,52,10.22761512,3,47,37.32150483,2,1,,,,,,,,,
128,1000,2.456075668,1640,13380042,10.58625436,6,127,21.28300834,4,74,28.24391556,3,53,5.807436705,3,53,30.40084672,3,1,,,,,,,,,,,,
128,1000,2.480915546,1727,12864183,10.54024458,6,167,23.9318316,4,68,30.07925487,3,59,14.04777455,3,48,50.54492116,3,1,,,,,,,,,,,,
128,1000,2.463948011,1585,14387422,10.51841187,6,143,21.38986421,4,73,12.43779206,4,55,33.15694594,3,48,2.802689552,3,48,8.901995897,3,1,,,,,,,,,
128,1000,2.479068279,1659,14252328,10.47133279,6,143,23.85651755,5,83,12.65328789,4,69,17.85513949,3,62,20.03572536,3,50,5.495452166,3,47,60.07557082,1,1,,,,,,
128,1000,2.491228104,1598,14710328,10.78452849,5,125,27.36150289,4,73,24.44162607,3,65,14.75104666,3,56,19.83704638,3,49,5.838905573,3,39,0.657345533,3,39,59.21465421,1,1,,,
128,1000,2.525405645,1650,13917030,10.48462009,7,157,28.25718498,4,83,12.18176913,4,69,30.86441255,3,53,6.441289902,3,54,9.418889046,3,54,21.55487776,3,1,,,,,,
128,1000,2.515390158,1582,13010281,10.52000809,6,120,31.00234771,4,66,15.4141171,3,60,23.78724551,3,51,7.775396585,3,44,18.16737628,3,48,10.52619052,3,42,0.65858531,3,42,36.99087167,1,1
128,1000,2.534199238,1606,14336931,10.53823876,5,104,14.70452118,4,75,30.10744667,4,63,10.25640988,3,1,,,,,,,,,,,,,,,
128,1000,2.501456261,1588,12347558,10.51777768,7,189,19.25289941,4,84,32.02212954,3,57,12.86314988,3,1,,,,,,,,,,,,,,,
128,1000,2.478412151,1607,14751959,10.59960866,6,121,22.11412168,4,79,19.71401834,3,62,25.80060101,3,44,19.36896873,3,1,,,,,,,,,,,,
128,1000,2.504410982,1801,14721927,10.53798318,6,155,23.7013402,4,78,30.53731179,4,50,4.130528927,3,1,,,,,,,,,,,,,,,
128,1000,2.522812605,1772,14249594,10.50748944,5,92,14.000144,4,89,30.70741081,3,62,12.05368829,3,61,32.73806095,3,1,,,,,,,,,,,,
128,1000,2.495408773,1741,13434171,10.5514524,6,148,17.6698575,4,65,17.75724053,4,75,19.94614792,4,52,13.15040851,3,42,24.19584417,3,41,0.633810997,3,41,32.77207661,1,1,,,
128,1000,3.242158651,1721,15267107,10.54778075,5,120,21.18348026,4,80,19.03534341,4,70,21.17819571,3,1,,,,,,,,,,,,,,,
128,1000,2.519119024,1865,14858091,10.46143985,6,153,22.43082309,4,65,22.96162987,3,50,16.53196716,4,59,22.43293548,3,47,0.896833658,3,45,45.20427513,1,1,,,,,,
128,1000,2.538192511,1573,12305509,10.47338319,6,140,26.65363622,4,61,17.07762551,3,66,8.042913198,3,1,,,,,,,,,,,,,,,
128,1000,2.512007475,2058,14278767,10.44157815,6,151,22.5863831,4,87,8.700369835,4,67,26.77009726,3,49,33.35983348,3,37,4.655848503,3,41,1.888086319,3,41,38.49616265,1,1,,,
128,1000,2.494573116,1694,14033903,10.55173278,5,119,30.40710998,3,67,9.550196886,3,61,30.55827761,3,1,,,,,,,,,,,,,,,
128,1000,2.501751184,1500,14786790,10.49504495,6,154,17.55651283,5,78,19.81351972,3,64,20.46280885,3,1,,,,,,,,,,,,,,,
128,1000,2.486748219,1754,15699822,10.42359447,6,135,21.00572085,4,68,15.84826159,4,59,16.78794694,3,50,13.1848824,3,53,24.29311419,3,1,,,,,,,,,
128,1000,2.531402349,1615,15357460,10.45012617,5,103,17.71836495,4,86,15.69139194,3,55,11.14636111,3,55,46.92138982,3,1,,,,,,,,,,,,
128,1000,2.482444048,1622,14771850,10.45933199,5,154,25.7686336,4,78,14.24229646,3,71,26.3660059,3,52,19.7061832,3,52,8.454926491,3,45,11.26548266,3,46,7.930266857,3,36,36.79496717,1,1
128,1000,2.49707365,1604,15031088,10.5230794,6,99,26.7620101,3,70,13.46939921,4,58,17.50338268,3,53,20.01858401,3,1,,,,,,,,,,,,
128,1000,2.479495287,1659,14840691,10.39865494,5,127,16.19530964,5,81,38.95271468,3,53,14.90664721,3,47,18.00578523,3,47,16.35810256,3,1,,,,,,,,,
128,1000,2.463468552,1567,13951464,10.79998374,7,197,26.06493115,4,83,35.63430023,3,60,12.66183138,3,55,16.2304678,3,46,30.81015372,3,1,,,,,,,,,
128,1000,3.791209221,1563,15681915,11.41361141,7,276,30.52437258,4,96,30.20460796,3,55,17.24880815,3,50,3.544014692,3,55,8.962704659,3,41,61.40696192,1,1,,,,,,
128,1000,2.68670392,1598,15079742,10.15357614,5,115,23.44657874,4,76,7.074844599,4,68,25.51803899,3,1,,,,,,,,,,,,,,,
128,1000,2.724558592,1510,13357390,11.41215563,6,164,30.98232174,4,73,10.70307446,4,59,32.94275093,3,1,,,,,,,,,,,,,,,
128,1000,2.662522316,1696,14661186,10.15462756,6,85,13.15743208,4,91,28.7784214,3,52,4.093234062,3,52,56.53714752,2,1,,,,,,,,,,,,
128,1000,2.658126354,1752,14153384,10.23696852,5,146,24.9977777,4,73,14.33867335,4,67,19.27468109,3,53,29.78507352,3,1,,,,,,,,,,,,
128,1000,2.756859064,1760,14747378,10.14320731,6,170,30.89299035,4,75,30.93345976,3,1,,,,,,,,,,,,,,,,,,
128,1000,2.782902002,1617,15539444,10.63198137,6,153,37.10701156,4,72,18.52202368,3,54,25.82207417,3,52,11.48248529,3,51,18.31142807,3,1,,,,,,,,,
128,1000,2.726792336,1565,15682121,10.40754747,5,126,28.47745991,3,61,20.71857047,4,54,21.06043577,3,41,7.860198021,3,41,62.3576436,1,1,,,,,,,,,
128,1000,2.733899593,1748,13069683,10.41449499,5,127,22.90518713,4,75,10.89975715,4,65,39.07913733,4,1,,,,,,,,,,,,,,,
128,1000,2.691327572,1649,15664841,10.36543512,5,134,20.75100613,5,66,17.63741946,4,60,23.99695897,3,1,,,,,,,,,,,,,,,
128,1000,2.74113059,1708,13609540,10.32488871,7,114,20.8300817,5,56,17.18373084,3,69,21.75910068,3,42,10.68460655,3,42,29.07170296,3,1,,,,,,,,,
128,1000,2.675076723,1711,15096566,10.37341642,5,128,14.02327037,4,89,26.09899807,4,62,16.9949429,3,54,7.37800312,3,52,70.93148899,1,1,,,,,,,,,
128,1000,2.734413862,1741,13968382,10.39010596,6,119,26.71971536,4,66,38.71557784,3,56,6.438441038,4,55,2.517205954,3,56,0.622959614,3,52,75.34350896,1,1,,,,,,
128,1000,2.708400249,1701,15507245,10.13711715,5,105,23.63334036,3,72,10.41368818,4,68,20.94525075,3,56,20.72954607,3,52,19.6480639,3,1,,,,,,,,,
128,1000,2.67974329,1713,14803677,10.1376009,6,147,26.99368882,4,68,19.31172347,3,63,8.094323635,3,53,31.53612304,3,1,,,,,,,,,,,,
128,1000,2.662829876,1745,13885168,10.14972496,5,133,22.83153248,4,76,21.91966844,3,65,11.08005929,4,1,,,,,,,,,,,,,,,
128,1000,2.65100503,1691,13858216,10.24117875,5,143,11.51180267,4,92,32.79486156,3,62,17.59205532,3,56,12.49416709,3,44,5.025875568,3,50,58.80168796,1,1,,,,,,
128,1000,2.702606201,1643,14406662,10.16273117,5,148,23.11918831,4,59,23.16308641,3,63,20.47254038,3,43,15.6590333,3,44,4.515677929,3,37,11.16136765,3,1,,,,,,
128,1000,2.654674768,1510,14345095,10.2006712,6,121,19.31964016,4,75,26.45295906,3,61,14.48005819,3,52,11.93786597,3,51,56.60905552,1,1,,,,,,,,,
128,1000,2.679200888,1879,15337450,10.23254943,6,112,20.90051985,4,69,23.6629343,3,65,21.1224587,4,49,14.31449223,3,38,67.27260041,1,1,,,,,,,,,
128,1000,2.656731129,1624,14243629,10.16038537,5,90,24.91352534,4,63,13.44716978,3,58,31.45711255,3,1,,,,,,,,,,,,,,,
128,1000,2.68371439,1623,14724603,10.01215386,6,171,31.3543396,4,80,22.12423539,5,57,15.88097954,3,56,22.66102982,3,46,15.48401904,3,46,47.92675829,1,1,,,,,,
128,1000,2.714692593,1961,15524958,10.06841207,6,159,20.21783257,4,70,25.63530731,4,62,16.91053987,3,50,11.62261605,3,50,28.80721712,3,1,,,,,,,,,
128,1000,2.672754526,1482,14362775,10.16960382,5,160,30.16360164,4,81,16.58517456,3,65,2.446397781,3,71,25.40667486,3,1,,,,,,,,,,,,
128,1000,2.696759462,1960,15193260,10.24610209,6,123,17.96098089,4,82,22.56498671,3,59,17.54854751,3,46,10.62830567,3,37,27.75267696,3,1,,,,,,,,,
128,1000,2.642080784,1593,14154135,10.16328311,6,134,16.17511916,4,83,18.24855113,4,67,35.12716317,3,45,1.07335186,3,52,22.51135898,2,1,,,,,,,,,
128,1000,2.710180998,1610,14525165,10.10507441,6,177,22.14874458,5,89,16.60252666,4,57,14.16847539,4,54,16.49528456,3,1,,,,,,,,,,,,
128,1000,2.710209131,1830,13714014,10.12571883,6,152,23.71073341,4,65,25.27238107,3,53,3.707433701,3,51,30.25878,3,1,,,,,,,,,,,,
128,1000,2.705246687,1501,14602879,10.14273858,5,125,34.47861695,3,62,20.58633757,3,48,10.80723405,3,48,15.66586018,3,1,,,,,,,,,,,,
128,1000,2.672146082,1660,14270087,10.22736645,5,116,21.53749967,4,73,27.18973875,3,62,18.76458359,3,53,4.94828558,3,52,22.0111053,3,1,,,,,,,,,
128,1000,2.69583559,1723,14346972,10.12736702,7,153,23.00902462,4,87,22.48301125,4,60,32.5838089,3,1,,,,,,,,,,,,,,,
128,1000,2.701167345,1687,15201028,10.17182302,6,142,30.94229865,4,69,14.13325715,3,55,12.78521633,4,58,13.3249228,3,1,,,,,,,,,,,,
128,1000,2.691196203,1541,13787713,10.15405679,5,171,24.82117629,4,66,20.64087582,3,66,28.76410699,3,54,11.28040385,3,1,,,,,,,,,,,,
128,1000,2.685767412,1564,14420589,10.18852758,5,124,21.02440357,5,81,27.24128318,4,63,22.88020229,3,50,21.46247077,3,45,5.744143724,3,49,27.02580619,3,1,,,,,,
128,1000,2.661231041,1503,13825731,10.24563837,6,142,16.77499056,4,78,24.3003118,3,61,16.10712719,3,53,2.526725531,3,54,58.35334492,1,1,,,,,,,,,
128,1000,2.676795483,1569,12701292,10.30240607,5,127,27.31121898,4,71,25.94722891,4,62,13.43045807,3,52,18.37758136,3,1,,,,,,,,,,,,
128,1000,2.685497046,1572,15177475,10.17779112,6,135,18.35034633,4,79,25.10168934,3,54,15.99541306,3,1,,,,,,,,,,,,,,,
128,1000,2.690726519,1505,13666094,10.17653608,5,97,17.0891993,4,76,18.62936759,3,62,10.43171358,3,60,13.36783361,3,51,66.68614244,1,1,,,,,,,,,
128,1000,2.655882597,1760,13441046,10.13062096,6,125,31.3280592,4,58,30.43061209,3,53,17.95292807,3,52,7.254439592,3,50,4.622955799,3,52,48.43401122,1,1,,,,,,
128,1000,2.763584614,1600,13076901,10.41385341,6,172,18.69505072,4,82,25.23858118,3,51,36.66637444,3,1,,,,,,,,,,,,,,,
128,1000,2.722813845,1727,15123968,10.4969244,7,133,26.65951157,4,62,18.71463513,3,67,16.55962014,4,62,16.55628657,3,1,,,,,,,,,,,,
128,1000,2.692873001,1516,15029984,10.23738909,6,146,17.65902877,4,77,19.75830078,4,65,12.43557525,4,52,18.89723897,3,55,1.266882181,3,58,14.05875874,3,46,27.03128266,3,1,,,
128,1000,2.654582977,1451,14811935,10.14767718,6,161,24.93917441,4,67,16.81683874,3,61,24.61253381,4,53,17.48694897,3,1,,,,,,,,,,,,
128,1000,2.705190659,1594,13160308,10.16575336,6,149,19.43506789,4,82,26.90365982,4,66,26.20840144,3,1,,,,,,,,,,,,,,,
128,1000,2.668564081,1856,14721079,10.20082784,5,118,21.028301,4,81,17.18722701,3,57,21.22311425,3,51,15.09622097,3,49,22.32281685,3,1,,,,,,,,,
128,1000,2.683114052,1743,15125754,10.20245028,5,126,25.87210155,4,75,13.57783294,3,62,24.33818746,3,1,,,,,,,,,,,,,,,
128,1000,2.69449234,1781,13533114,10.08536124,9,206,28.04704547,4,68,25.44470143,3,52,13.64727187,3,1,,,,,,,,,,,,,,,
128,1000,2.749936342,1608,14820625,10.41997695,5,110,25.64836574,4,69,16.76131082,3,59,12.18154097,3,56,3.138380051,3,51,26.0314455,3,1,,,,,,,,,
128,1000,2.739074469,1591,12317911,10.06437564,6,103,25.8762095,4,76,12.27110815,4,63,30.58180881,3,47,5.687620878,3,52,7.834329605,3,42,41.2305479,1,1,,,,,,
