n, s, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t6, max6, lsq6, t7, max7, lsq7, t8, max8, lsq8, t9, max9, lsq9, t10, max10, lsq10
128,1000,2.882630825,1644,14497187,10.49290586,5,136,18.65084314,4,72,26.04895616,3,57,4.622268438,3,57,26.68133807,3,1,,,,,,,,,,,,
128,1000,2.915560007,1473,15090865,10.39871979,6,150,22.65189624,4,87,17.25368237,4,58,9.53164053,4,62,19.02762723,3,46,24.84573293,3,46,14.50343251,3,33,40.06391931,1,1,,,
128,1000,2.901758909,1546,13664770,10.45528078,6,134,18.29655218,4,64,27.54933691,4,59,15.40536141,3,40,1.297458887,3,55,0.882468224,4,51,53.21090841,1,1,,,,,,
128,1000,2.865498066,1474,14214870,10.43768048,5,143,19.69934821,4,77,23.99289703,3,62,23.84387708,3,53,26.97433329,3,1,,,,,,,,,,,,
128,1000,2.853098154,1482,14346294,10.42042971,5,149,24.53236079,3,80,36.57654977,3,46,5.001254559,3,61,17.56879377,3,1,,,,,,,,,,,,
128,1000,2.901177168,1519,15064288,10.42608738,5,139,20.62998915,4,72,27.05705643,3,54,16.90087843,3,47,5.502690554,3,42,23.2316227,3,1,,,,,,,,,
128,1000,2.88505578,1802,15001960,10.45100379,6,118,30.00779748,4,80,29.70330501,3,52,14.65259314,3,51,12.44128537,3,1,,,,,,,,,,,,
128,1000,2.902888775,1591,15679248,10.42750192,6,123,25.07616925,4,74,9.238893509,4,54,2.475682974,3,64,34.52265191,3,1,,,,,,,,,,,,
128,1000,2.917854309,1700,13752751,10.50903845,6,132,15.93152905,4,77,15.47312117,4,56,23.25743914,3,56,4.467996836,4,51,15.67767429,3,34,52.39847636,1,1,,,,,,
128,1000,2.879419088,1719,13267643,10.43588209,6,115,21.65488315,4,73,21.6532979,4,58,7.098857641,3,53,55.0879755,3,1,,,,,,,,,,,,
128,1000,2.885844946,1582,13164365,10.38515258,6,160,30.8176322,4,54,10.81120157,4,54,19.99953485,4,51,21.29466558,3,44,1.755757809,3,44,20.54760766,3,1,,,,,,
128,1000,2.851926565,1616,15009973,10.46290159,5,126,25.29475355,4,61,26.85170698,3,50,9.772870302,3,49,20.61027765,3,49,1.073223114,3,43,0.03842783,3,43,47.16872573,1,1,,,
128,1000,2.88125968,1762,13767145,10.49686313,6,146,26.65540099,4,64,17.84655523,3,72,14.2825017,3,54,9.997465611,3,50,21.01769137,3,1,,,,,,,,,
128,1000,2.888387918,1808,14698356,10.41552615,6,179,23.24392056,4,86,17.97147965,5,68,27.01084447,3,1,,,,,,,,,,,,,,,
128,1000,2.826711655,1859,13584002,10.40220594,6,185,30.09138966,4,74,20.02167988,4,67,14.08951855,3,1,,,,,,,,,,,,,,,
128,1000,2.907749891,1715,14945541,10.39052081,6,187,22.12441015,4,64,23.0178237,3,63,7.987780809,3,63,38.77543044,3,45,1.157902002,3,48,45.05150795,1,1,,,,,,
128,1000,2.850952387,1590,15266843,10.46853828,5,131,27.48981071,4,76,10.59402275,4,65,25.33494616,3,49,6.225728035,3,46,50.09218383,3,1,,,,,,,,,
128,1000,2.860203743,1703,14476856,10.35790634,6,142,19.98112845,4,71,27.19475508,5,48,20.22839546,3,1,,,,,,,,,,,,,,,
128,1000,2.852925301,1673,14833103,10.3007915,6,157,34.78058457,4,68,15.69271874,3,50,22.94878006,3,1,,,,,,,,,,,,,,,
128,1000,2.834569216,1665,14966957,10.36546183,6,162,21.62490797,4,77,31.24243689,4,61,11.36508179,3,57,37.61363816,3,2,0.585273743,3,2,42.06629539,1,1,,,,,,
128,1000,2.85615468,1565,15710767,10.31555247,5,116,13.49036217,4,88,25.72181392,3,58,15.53250909,3,55,30.30924249,3,1,,,,,,,,,,,,
128,1000,2.835742235,1621,14876692,10.22284627,5,141,24.73208642,3,71,19.45435476,3,55,21.85727239,3,56,17.78152871,3,42,10.52300501,3,1,,,,,,,,,
128,1000,2.800068378,1533,13429140,10.33914661,7,126,11.71469021,6,92,24.34266996,4,59,15.48385763,3,1,,,,,,,,,,,,,,,
128,1000,2.834485769,2004,15076258,10.2582972,6,145,19.36344481,4,78,30.94890833,4,60,7.375964642,3,63,43.15511036,3,1,,,,,,,,,,,,
128,1000,2.856306791,1527,15183379,10.22803354,6,129,17.52076817,4,90,22.44703794,3,61,15.80481744,3,56,29.38557339,3,1,,,,,,,,,,,,
128,1000,2.83849597,1744,15582858,10.25235701,6,167,16.76040339,4,75,27.08743238,3,57,13.03879452,3,51,18.8164742,3,56,58.92404199,1,1,,,,,,,,,
128,1000,2.828918695,1764,14355364,10.18903518,6,157,27.34933519,4,66,20.63525867,3,63,28.72618675,3,1,,,,,,,,,,,,,,,
128,1000,2.811875343,1596,13982845,10.24728322,7,171,27.53251171,4,70,15.25054288,4,60,20.39548063,4,1,,,,,,,,,,,,,,,
128,1000,2.839641809,1556,15311623,10.24747372,6,149,20.55598426,4,94,19.38268399,4,71,23.24408937,3,58,30.44472766,3,1,,,,,,,,,,,,
128,1000,2.847893238,1657,13941426,10.19811416,6,158,28.24831319,4,65,17.30685568,4,59,16.73410916,3,52,20.74453211,3,1,,,,,,,,,,,,
128,1000,2.882474899,1852,15165600,10.298002,6,128,21.59565401,4,69,27.85901999,3,58,8.009437323,3,59,18.96516085,3,1,,,,,,,,,,,,
128,1000,2.831748009,1770,14388987,10.30402303,5,141,20.32316804,4,73,17.52799702,4,59,15.46429348,3,50,20.68089342,3,40,17.12293839,3,1,,,,,,,,,
128,1000,2.81780839,1608,12614498,10.26133204,6,151,18.39334178,4,81,21.64168715,4,61,26.03295994,3,39,9.654212713,4,1,,,,,,,,,,,,
128,1000,2.802205324,1776,16007463,10.3304987,6,124,15.70870233,5,91,27.07623768,4,52,26.58297825,3,1,,,,,,,,,,,,,,,
128,1000,2.837137461,1467,14775701,10.2202971,5,143,15.26436186,5,86,32.76882768,3,58,24.29208159,3,1,,,,,,,,,,,,,,,
128,1000,2.84047246,1851,13777383,10.29671407,6,126,18.78515768,4,90,20.76045465,3,67,20.17322373,3,54,22.6090064,3,1,,,,,,,,,,,,
128,1000,2.876998663,2048,14492896,10.32111788,6,144,37.3865099,4,66,20.83246613,4,48,39.88837004,3,1,,,,,,,,,,,,,,,
128,1000,2.884760857,1589,13657677,10.35762143,6,119,21.30273986,4,70,18.11945987,3,65,3.060020208,3,65,17.83193874,4,1,,,,,,,,,,,,
128,1000,2.823817015,1731,15343078,10.30929875,7,154,32.26579738,4,76,16.92341995,4,54,19.35271072,3,50,19.85337591,3,43,2.123140574,3,1,,,,,,,,,
128,1000,3.065730572,1707,14794483,9.741782904,5,113,25.68861222,4,71,38.16272712,3,58,13.27544045,3,55,27.39425516,3,44,49.91855192,1,1,,,,,,,,,
128,1000,2.589423656,1586,14792997,10.47526097,5,114,29.68634748,4,82,11.39148736,4,55,27.4034791,3,48,24.51916432,3,34,3.531788826,3,1,,,,,,,,,
128,1000,2.606199265,1746,14549668,10.12066126,6,119,30.29238677,3,58,20.78723788,3,60,15.885849,3,45,29.1317389,3,1,,,,,,,,,,,,
128,1000,2.650906324,1597,15274682,10.23491812,6,147,25.54308891,4,85,15.15327334,3,58,25.21652508,3,54,12.75331783,3,1,,,,,,,,,,,,
128,1000,2.571674109,1862,14026036,10.10224175,6,131,17.74846959,4,66,19.17466402,4,66,15.53704,3,48,22.8549037,3,1,,,,,,,,,,,,
128,1000,2.589183092,1784,12483122,10.10483265,6,152,11.49734426,4,91,25.96195841,4,54,23.67098212,3,1,,,,,,,,,,,,,,,
128,1000,2.679004908,2271,13960562,10.32275677,6,118,24.1296525,4,60,15.11691666,3,45,27.38159323,3,49,2.909900665,3,49,30.29472756,3,1,,,,,,,,,
128,1000,2.640377522,1794,13327183,10.24514174,5,132,24.57659554,4,77,26.82223225,4,57,14.75546646,4,1,,,,,,,,,,,,,,,
128,1000,2.611566782,1642,14725808,10.13950062,6,166,21.70541191,5,78,24.48129344,3,64,10.99929571,3,51,16.45661569,3,46,1.688206434,3,46,28.10478377,3,1,,,,,,
128,1000,2.589523792,1815,14434636,10.39528966,5,131,31.5054493,4,74,24.98802471,3,1,,,,,,,,,,,,,,,,,,
128,1000,2.652017117,1648,14062058,10.40411353,5,129,20.84792876,4,95,23.74026752,3,64,26.742028,3,49,27.02256203,3,1,,,,,,,,,,,,
128,1000,2.66480875,1616,14619033,10.35561728,6,155,17.24665165,4,75,16.48250723,4,70,13.12354326,4,1,,,,,,,,,,,,,,,
128,1000,2.602751017,1631,14888774,10.34760261,6,129,17.74413562,4,83,16.90632629,4,69,36.5241406,3,1,,,,,,,,,,,,,,,
128,1000,2.624726772,1599,14046131,10.43315959,6,145,11.68234253,5,75,30.6489501,3,55,27.10784221,3,55,30.35709453,4,1,,,,,,,,,,,,
128,1000,2.633985758,1600,14855031,10.3176024,5,129,19.01293182,4,83,23.3774848,4,54,25.8605299,3,1,,,,,,,,,,,,,,,
128,1000,2.62612772,1619,14246144,10.4032228,5,123,22.54382873,4,67,22.60665011,3,1,,,,,,,,,,,,,,,,,,
128,1000,2.664768457,1586,11962922,10.33351302,5,131,21.67967963,4,79,27.15134597,3,65,15.49370503,3,57,24.82075405,3,1,,,,,,,,,,,,
128,1000,2.627131462,1616,12602314,10.34175611,5,149,30.91726446,4,74,15.33903313,3,62,16.51542568,3,52,28.107198,3,1,,,,,,,,,,,,
128,1000,2.585261106,1635,14424056,10.26771021,6,145,24.79535723,4,71,12.42329335,4,1,,,,,,,,,,,,,,,,,,
128,1000,2.639589071,1625,14396125,10.32066917,7,214,25.88182139,4,74,13.90041924,4,58,19.6161418,4,58,35.6160295,3,1,,,,,,,,,,,,
128,1000,2.611173153,1770,13874663,10.43068004,5,139,27.03063083,3,74,24.38169098,3,62,24.55407596,3,52,12.80372953,3,1,,,,,,,,,,,,
128,1000,2.570203066,1834,15720756,10.30073047,6,129,19.68765807,4,83,29.12470007,3,59,30.92459464,3,1,,,,,,,,,,,,,,,
128,1000,2.625024319,1599,14736347,10.30692697,6,162,22.1738081,4,79,19.04513001,3,1,,,,,,,,,,,,,,,,,,
128,1000,2.655940771,1777,12384578,10.35167909,5,140,25.92152953,4,68,8.932232141,3,72,27.87191749,3,47,7.840391397,3,47,27.54587197,3,1,,,,,,,,,
128,1000,2.641933203,1544,14221703,10.33355784,5,156,33.00073981,4,84,25.34980226,4,58,6.952975512,3,60,25.95550871,3,46,1.063522816,3,41,0.039426565,3,41,45.84856606,1,1,,,
128,1000,2.613792419,1689,13940407,10.31551528,6,136,28.12399769,4,74,9.007408381,4,66,11.27177048,3,47,25.14393568,3,1,,,,,,,,,,,,
128,1000,2.640159845,1615,14060848,10.43163776,6,191,23.44421458,4,88,24.77300477,3,59,19.20686913,3,53,1.858027458,3,51,77.02394295,1,1,,,,,,,,,
128,1000,2.629658937,1505,13225261,10.37383413,6,137,21.68063903,4,77,25.75943327,3,52,15.21611738,3,1,,,,,,,,,,,,,,,
128,1000,2.636132479,1782,13921455,10.41838622,7,129,19.94979548,4,76,20.00117731,4,55,6.553931236,3,48,36.10784149,3,1,,,,,,,,,,,,
128,1000,2.615623236,1654,15035938,10.39793468,6,134,29.56194782,4,70,13.57447743,3,62,10.38257599,3,49,36.85467315,3,1,,,,,,,,,,,,
128,1000,3.134880304,1737,15137288,10.46995687,5,168,21.29633069,5,79,24.29606438,3,66,9.493543148,3,55,13.63279033,3,43,12.63462567,3,46,51.635432,1,1,,,,,,
128,1000,3.178149223,1602,14055482,10.36588907,5,120,18.84093761,4,85,17.57818675,4,67,22.75310421,3,46,5.488643408,3,49,18.99341989,3,1,,,,,,,,,
128,1000,3.091772795,1830,15021516,10.35198402,6,178,18.21485639,5,89,23.71481419,3,57,8.797542572,3,61,45.26634073,3,1,,,,,,,,,,,,
128,1000,3.136733294,1502,15520634,10.39094186,5,139,25.61963463,4,68,7.199964523,4,58,36.24239969,3,1,,,,,,,,,,,,,,,
128,1000,3.138086557,1560,15153934,10.31314588,5,163,31.26433802,4,72,15.58810711,3,63,16.50205827,3,46,42.97734666,3,1,,,,,,,,,,,,
128,1000,3.115107775,1869,15302326,10.36181951,6,152,16.07669544,5,92,18.56098437,3,63,24.35508347,3,1,,,,,,,,,,,,,,,
128,1000,3.149401188,1723,14827825,10.39550877,6,137,39.46347976,4,68,16.56072593,4,1,,,,,,,,,,,,,,,,,,
128,1000,3.148870707,1754,13777185,10.29999208,5,147,14.7422328,4,88,28.37423944,3,48,10.52959967,3,52,37.28718996,3,1,,,,,,,,,,,,
128,1000,3.121952534,1713,15679164,10.3619709,5,150,20.50448084,4,73,21.91569304,4,64,19.73179245,3,54,10.23713589,3,52,26.22387815,3,37,58.80601454,1,1,,,,,,
128,1000,3.159156561,1685,13366025,10.39874768,5,99,30.61171722,4,74,13.33444691,3,60,18.58994222,3,41,18.37897158,3,44,21.04844189,3,1,,,,,,,,,
128,1000,3.170802832,1559,13857276,10.38052845,6,130,20.86237884,4,81,24.58515024,4,54,39.23124647,3,1,,,,,,,,,,,,,,,
128,1000,2.597823381,1601,13868211,10.0933485,6,167,36.30399895,4,71,20.89889693,4,68,16.19604731,3,1,,,,,,,,,,,,,,,
128,1000,2.633135319,1870,14415432,10.40931749,8,160,22.66284108,5,81,14.05137396,4,63,12.75513172,4,54,25.78768754,3,1,,,,,,,,,,,,
128,1000,2.575495958,1535,15512693,10.3327682,6,122,22.41396666,4,83,24.3646822,3,53,22.92317629,3,1,,,,,,,,,,,,,,,
128,1000,2.623559237,1588,13915795,10.35971665,7,166,26.5968349,4,83,27.21175361,3,58,7.35561347,3,53,25.81158519,3,1,,,,,,,,,,,,
128,1000,2.594494343,1540,15180374,10.12820935,5,150,16.57836223,4,77,20.95323324,4,77,13.94815421,3,61,26.06877017,3,41,14.32749319,3,46,13.58903265,3,1,,,,,,
128,1000,2.630537271,1501,14086517,10.1364162,7,144,21.66390681,4,85,21.7312758,3,56,7.364091396,3,60,23.18196487,3,54,44.28877759,3,1,,,,,,,,,
128,1000,2.562764645,1633,14107966,10.14012146,5,132,14.22638154,5,84,30.12068105,4,58,14.7856102,3,54,12.97312617,3,1,,,,,,,,,,,,
128,1000,2.612593889,1706,15359268,10.14635754,5,133,19.49195719,4,75,14.09567857,4,61,23.66989231,3,48,22.72447062,3,50,2.267932177,3,47,31.96071267,3,1,,,,,,
128,1000,2.613857746,1638,13649708,10.236058,6,130,39.41823888,4,69,14.98030663,3,58,8.355887413,3,53,24.7026329,4,37,19.18769336,3,1,,,,,,,,,
128,1000,3.226434946,1651,11993713,9.245470047,6,163,20.86144948,5,68,31.42254448,3,1,,,,,,,,,,,,,,,,,,
128,1000,3.015143871,1624,15401682,10.11778378,6,138,14.93803644,5,91,27.19389057,3,56,2.674701691,3,66,16.48634553,3,1,,,,,,,,,,,,
128,1000,2.997059822,1681,13942213,10.6260798,6,175,22.93932009,4,85,27.69554305,3,1,,,,,,,,,,,,,,,,,,
128,1000,3.789744377,1670,14920157,10.37181401,6,149,34.14688158,5,68,25.85701036,4,66,25.01344657,3,34,0.819671631,3,34,18.24480629,3,34,50.76007962,1,1,,,,,,
128,1000,3.027890921,1849,15164454,10.2267673,6,128,23.14636374,4,1,,,,,,,,,,,,,,,,,,,,,
128,1000,3.052210093,1666,15164986,10.12941003,5,132,17.21220613,4,71,31.69433618,4,56,9.759725571,4,56,20.57125354,3,50,15.32431531,3,1,,,,,,,,,
128,1000,3.053255558,1669,14911227,10.03531218,6,170,28.26244378,4,69,25.10929513,3,47,6.420845985,4,53,0.613534927,3,53,81.21421385,1,1,,,,,,,,,
128,1000,3.052996874,1695,14725337,10.36344361,5,89,19.85023999,4,90,31.78638434,3,61,30.08787251,3,52,13.92745566,3,47,7.309671164,3,1,,,,,,,,,
128,1000,3.614627123,1633,14115845,11.24401331,6,159,30.21841526,4,68,6.258449793,3,69,30.44568777,3,51,21.92226028,3,42,7.749954224,3,1,,,,,,,,,
128,1000,3.083243847,1557,15422160,10.16576552,6,153,25.38334846,4,69,13.29199767,4,67,19.61836863,3,55,11.56776738,3,53,20.25955987,3,1,,,,,,,,,
128,1000,3.012450695,1617,15146067,10.11250401,6,165,15.01957488,5,82,16.05680108,4,72,15.65747309,4,65,28.48701477,3,53,0.72699523,3,49,1.139503241,3,51,46.41252542,1,1,,,
128,1000,3.012761354,1551,14740095,10.14212132,6,148,22.58783126,4,72,33.83421898,3,57,6.156591177,4,58,25.80893779,3,1,,,,,,,,,,,,
128,1000,3.059867382,1594,14215243,10.17667556,6,113,14.21243405,4,71,35.267977,3,1,,,,,,,,,,,,,,,,,,
128,1000,3.055217743,1723,14171354,10.09050035,7,189,29.83902597,4,72,25.37413502,4,62,7.167334318,3,55,16.96581531,3,44,12.86889577,3,35,23.86138773,3,1,,,,,,
128,1000,3.076173306,1558,13954489,10.14746094,6,123,25.3130517,4,81,12.15499282,3,64,24.45023203,4,50,16.86867476,3,1,,,,,,,,,,,,
128,1000,3.046394348,1787,14265389,10.16220784,6,146,37.22822118,3,66,10.96222448,4,66,11.26808834,3,45,15.78307343,3,1,,,,,,,,,,,,
128,1000,3.070444107,1607,14166399,10.01412797,6,142,23.0611577,4,71,26.92802644,3,54,4.564404488,3,47,0.448071957,3,50,29.97780275,3,1,,,,,,,,,
128,1000,3.037580252,1725,14933710,10.13657784,6,138,39.1731596,4,59,17.2534368,3,59,13.67651296,3,1,,,,,,,,,,,,,,,
128,1000,3.004730463,1592,14157949,10.17408085,5,129,20.66815448,4,70,12.97366333,3,67,24.66282248,3,1,,,,,,,,,,,,,,,
128,1000,3.012694359,1476,13807472,10.12344122,5,109,17.1881423,4,77,2.053765774,4,77,14.20770788,4,60,24.4744451,3,1,,,,,,,,,,,,
128,1000,3.023581505,1638,13746731,10.158144,6,129,20.46172071,4,82,27.01036811,4,1,,,,,,,,,,,,,,,,,,
128,1000,3.049918652,1676,14351410,10.09516168,5,137,19.58148265,4,81,21.49240494,4,59,14.41031027,3,55,17.70582604,3,54,65.81492734,1,1,,,,,,,,,
128,1000,3.015834808,1645,14197128,11.43999338,5,114,17.56390214,4,72,30.08560133,4,65,22.60486507,3,59,15.25136232,3,46,12.57816315,3,1,,,,,,,,,
128,1000,2.984481573,1627,12899803,10.03687572,5,121,21.0354495,5,93,15.61187077,3,58,27.11431551,3,1,,,,,,,,,,,,,,,
128,1000,3.391920328,1663,12639505,10.08671379,6,150,24.5686512,4,76,20.19336247,4,63,25.55893564,4,51,8.113846779,3,47,62.4517777,1,1,,,,,,,,,
128,1000,3.063589096,1645,14228018,10.98332763,5,147,18.49972057,4,71,30.46836376,3,55,15.42487884,3,1,,,,,,,,,,,,,,,
128,1000,3.070036411,1591,14204692,10.19193172,5,140,19.37858796,4,67,11.91365838,3,66,32.95055103,3,52,16.40617466,3,42,7.011229992,3,1,,,,,,,,,
128,1000,3.031200647,1612,13731074,10.11692548,6,136,26.14421344,4,73,18.26261759,4,61,39.2093792,3,38,4.266845942,3,38,66.57359982,1,1,,,,,,,,,
128,1000,3.020742655,1696,14153159,10.25024533,6,125,20.55977607,4,68,20.14057541,3,57,2.831291437,3,55,20.87108803,3,47,21.79055166,3,1,,,,,,,,,
128,1000,3.01143837,1730,14541135,10.12833238,6,178,23.84916997,4,89,28.26479721,4,59,22.10387254,3,45,23.38035798,3,45,4.653441906,3,45,44.91719198,1,1,,,,,,
128,1000,3.019260406,1745,15210038,10.2086122,6,153,26.4581511,4,48,21.14580941,3,54,7.740005493,3,51,22.45756078,3,46,59.91028309,1,1,,,,,,,,,
128,1000,3.082558393,1733,13920557,10.31682205,5,113,19.26567817,4,82,18.60323501,4,61,16.28156853,3,58,21.83319688,3,49,54.36557698,1,1,,,,,,,,,
128,1000,3.002840757,1580,15385627,10.14925647,6,166,27.68539596,4,74,20.92423391,3,63,22.84412551,3,1,,,,,,,,,,,,,,,
128,1000,3.014567852,1716,14843780,10.06809831,5,121,16.6042161,4,98,17.94942164,3,58,40.66812515,3,43,24.67541409,3,1,,,,,,,,,,,,
128,1000,3.074218988,1654,14976327,10.19407487,6,140,25.36546302,4,75,17.58338857,4,62,48.41980243,3,1,,,,,,,,,,,,,,,
128,1000,3.009259939,1581,14426995,10.21446562,5,108,17.00428748,4,88,17.50864458,4,63,31.0051434,3,1,,,,,,,,,,,,,,,
128,1000,3.045146704,1948,13965687,10.12321186,6,128,17.05128837,4,69,19.10116506,4,60,31.68831563,3,46,18.33696961,3,1,,,,,,,,,,,,
128,1000,3.009313107,1518,14548230,10.06758666,6,142,39.87329817,4,60,4.34104681,4,57,25.98381805,3,1,,,,,,,,,,,,,,,
128,1000,2.995877028,1647,15414445,10.17485952,6,170,23.53832555,4,78,31.96727681,3,51,3.562695026,3,51,13.79072046,3,51,21.95166898,3,1,,,,,,,,,
128,1000,3.012602091,1520,13786193,10.16084647,6,165,21.56134272,4,77,16.37229538,4,65,29.28205037,3,1,,,,,,,,,,,,,,,
128,1000,3.033264399,1562,14769664,10.09327698,5,111,11.02096987,4,64,20.12454152,3,63,29.63905954,3,47,17.24361968,3,1,,,,,,,,,,,,
128,1000,3.034575701,1596,14046714,12.09818864,5,161,24.00669599,4,72,24.88284874,3,50,21.37405682,3,49,3.611875057,3,49,23.34185219,3,40,15.04863739,3,1,,,,,,
128,1000,3.032551527,1607,14404459,10.18171811,6,148,21.36005116,4,94,20.93636274,4,60,21.62098527,3,58,13.53317451,3,50,49.95900393,1,1,,,,,,,,,
128,1000,3.074676514,1823,14514553,10.16362691,6,153,30.05617785,4,75,17.76101661,3,1,,,,,,,,,,,,,,,,,,
128,1000,3.013056993,1786,14592148,10.14744997,6,174,22.54760098,4,77,13.1342783,4,69,19.03153038,3,1,,,,,,,,,,,,,,,
128,1000,3.014236927,1565,15044376,11.73105168,6,156,31.96772575,3,67,16.88142872,3,61,22.93109608,3,44,7.218976498,3,44,16.92327857,3,42,52.88656807,1,1,,,,,,
128,1000,3.099651814,1535,13992222,10.23014307,5,125,25.12817264,4,72,18.23206902,4,58,13.5067718,3,55,29.79720402,3,1,,,,,,,,,,,,
128,1000,3.049598217,1927,14393368,10.15029931,7,150,19.21238828,5,59,39.13817,3,51,13.2293365,3,1,,,,,,,,,,,,,,,
128,1000,3.040097713,1529,14255947,10.1898973,6,147,26.36727715,4,54,7.245319605,4,68,26.9637897,3,1,,,,,,,,,,,,,,,
128,1000,3.079223156,1526,13639389,10.2151227,6,128,24.39756131,4,85,14.37800455,4,66,19.78750944,3,56,53.93945813,3,1,,,,,,,,,,,,
128,1000,2.927254438,1594,14590983,9.73338151,5,136,20.77412891,4,82,37.58805037,3,1,,,,,,,,,,,,,,,,,,
128,1000,3.518191338,1727,16002610,12.5076158,6,160,21.84496951,4,60,16.89814138,4,60,13.46573782,3,1,,,,,,,,,,,,,,,
128,1000,2.921710491,1532,15158550,10.04892683,7,118,29.35226488,4,82,25.1697619,3,60,12.59550142,3,49,18.72701406,3,43,41.36791515,3,1,,,,,,,,,
128,1000,3.719644308,1766,15183716,11.36305761,6,128,21.58415413,4,75,33.68726826,3,59,21.40479875,3,1,,,,,,,,,,,,,,,
128,1000,2.522337914,1609,14902072,10.1300118,5,121,25.31173944,4,71,7.85081768,5,73,33.08485675,3,48,13.11202383,3,51,3.647903204,3,51,21.08924389,3,1,,,,,,
128,1000,2.520164967,1921,13952102,10.16433644,5,127,20.91186547,4,80,23.91825891,4,1,,,,,,,,,,,,,,,,,,
128,1000,2.556067467,1542,13927858,10.53800392,4,120,22.57162809,4,69,29.98922563,4,60,7.856337309,4,46,17.89145565,3,50,8.180642843,3,1,,,,,,,,,
128,1000,2.561891317,1668,14345057,10.25353765,6,131,32.51880217,4,72,11.54165173,4,63,18.31619,3,46,22.91942716,3,48,14.74854255,3,36,23.84646058,3,1,,,,,,
128,1000,2.62057519,1575,14011548,10.20306277,6,153,23.62676477,5,71,21.9924674,3,57,23.9679451,4,52,12.16203642,3,53,52.90650439,1,1,,,,,,,,,
128,1000,2.562055588,1572,14332957,10.15640068,6,124,22.13431048,4,69,14.2622695,4,63,15.7799747,3,56,20.41807795,3,1,,,,,,,,,,,,
128,1000,2.565103769,1767,14670734,10.1072464,6,114,30.84755063,4,67,25.88377428,3,46,10.34336281,3,46,4.322535276,4,46,16.90668416,3,46,16.870399,3,1,,,,,,
128,1000,2.493605375,1663,15322477,10.50363779,6,138,16.87163973,4,92,27.12579751,4,66,15.48657298,3,55,41.92877054,3,1,,,,,,,,,,,,
128,1000,2.52222991,1685,15697871,10.15962553,5,162,24.87525272,4,68,19.08368158,3,54,26.41774344,3,54,3.134586811,3,53,57.57700896,1,1,,,,,,,,,
128,1000,2.482051134,1707,14024381,10.19074297,5,121,25.68875241,4,66,7.388328791,4,66,23.92462587,4,58,8.166853666,3,55,71.1338048,1,1,,,,,,,,,
128,1000,2.517021418,1681,12822653,10.09204888,6,186,25.42497635,5,86,19.44705915,3,61,19.85835838,3,54,21.41832018,3,1,,,,,,,,,,,,
128,1000,2.553145885,1742,15428980,10.14556813,5,137,20.86434817,4,87,24.87727165,3,52,13.80547786,3,54,13.31505632,4,42,4.073890209,3,44,18.54807639,3,1,,,,,,
128,1000,2.524848938,1578,13381992,10.23827052,5,139,18.80460453,4,79,24.18532634,3,63,12.75431871,3,52,27.45704889,3,1,,,,,,,,,,,,
128,1000,2.543078661,1787,14971851,10.18220496,6,144,22.84713697,4,90,24.11435652,3,55,31.67175627,3,1,,,,,,,,,,,,,,,
128,1000,2.499786139,1749,14767648,10.1725409,6,158,22.72411704,4,77,15.58988237,4,60,23.1950438,3,50,20.18562317,3,1,,,,,,,,,,,,
128,1000,2.528650284,1537,14801651,10.22296953,6,140,37.91864634,4,52,8.075548649,3,59,10.10626507,3,55,10.72562718,3,55,25.12913823,3,1,,,,,,,,,
128,1000,2.541614532,1757,13863655,10.10447478,5,126,24.28610182,4,55,17.46788478,4,69,25.70916128,3,47,15.16343045,3,42,64.50195003,1,1,,,,,,,,,
128,1000,2.538205624,2034,13460673,10.24142766,6,124,16.51483393,4,87,40.15983987,3,50,14.47321153,3,40,10.36235237,3,1,,,,,,,,,,,,
128,1000,2.525340557,1701,13319847,10.10958552,8,165,20.32066774,4,91,23.09231305,3,55,20.21366358,3,1,,,,,,,,,,,,,,,
128,1000,2.525438547,1641,13434438,10.06469297,6,177,22.37568784,4,84,22.05931664,3,60,0.516900063,3,67,25.08494878,3,44,20.64007545,3,1,,,,,,,,,
128,1000,2.510528803,1534,13213427,10.15364814,6,166,29.03147578,4,82,12.88974452,3,66,18.28502178,3,52,32.94670796,3,1,,,,,,,,,,,,
128,1000,2.528349161,1611,11990032,10.12338281,5,121,15.57678342,4,81,18.37351274,4,69,35.08958507,3,45,4.326608419,3,45,1.58916235,3,1,,,,,,,,,
128,1000,2.520786762,1614,13522900,10.11493587,5,122,22.5521102,4,72,17.95219278,4,58,17.17816663,3,1,,,,,,,,,,,,,,,
128,1000,2.473076582,1565,12908870,10.1273036,5,107,23.78440571,4,69,5.570316553,3,57,25.84574175,3,53,1.429726839,3,50,35.12893462,3,1,,,,,,,,,
128,1000,2.507042885,1790,15286115,10.23365974,5,123,13.57714486,5,64,28.26695752,4,53,8.629425287,3,52,31.84203601,3,1,,,,,,,,,,,,
128,1000,2.572318316,1681,14872029,10.16128516,6,186,22.49605632,4,78,20.98339105,4,66,3.998579502,3,57,30.93587661,3,1,,,,,,,,,,,,
128,1000,2.489708662,1563,14794912,10.21511316,4,128,17.29943776,4,80,16.19032788,3,61,14.17975187,3,63,53.42888665,3,1,,,,,,,,,,,,
128,1000,2.493579865,1804,14536317,10.09082294,7,218,26.16866231,4,79,25.5645411,4,58,10.43261862,3,58,11.23979664,3,52,0.626083374,4,49,53.58620071,1,1,,,,,,
